Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
PRSU,"Pursuit Attractions and Hospitality, Inc.",37.69,USD,-3.606138107416889,275513,1.1345439780794209,1055319962,USD,74.35391595975537,0.5069,USD,80.07104795737125,0,Commercial services,Buy
FC,Franklin Covey Company,32.8,USD,-3.1019202363367926,135416,0.9266214815296343,432817782.00000006,USD,22.2433202224332,1.4746,USD,14.692385470949665,0,Commercial services,Strong buy
CMPOV,"CompoSecure, Inc.",14.06,USD,-2.0891364902506893,14418,,1607208670,USD,,-0.4486,USD,-156.54146710360476,1.8622,Commercial services,
CRAI,"CRA International,Inc.",200.99,USD,-4.73053040716689,60271,1.509253949612238,1365035141,USD,29.84394256611282,6.7347,USD,24.922557548552252,0.87069,Commercial services,Neutral
SHCO,Soho House & Co Inc.,7.59,USD,-1.3003901170351173,409721,1.4933994181253023,1472921923,USD,,-0.699,USD,-188.36633663366334,0,Commercial services,Buy
EBF,"Ennis, Inc.",20.81,USD,-0.9990485252140859,120160,0.9904842294072262,541322270,USD,13.138455710587788,1.5839,USD,-7.703513781248173,4.80538,Commercial services,Strong buy
EEX,"Emerald Holding, Inc.",4.23,USD,-2.08333333333333,149714,0.8172331085470113,858624362.0000001,USD,,-0.54,USD,-93.89587073608617,0.70922,Commercial services,Strong buy
RSVR,"Reservoir Media, Inc..",7.7,USD,-2.2842639593908594,29466,0.9069224163668318,502290692.99999994,USD,64.48911222780569,0.1194,USD,4322.222222222222,0,Commercial services,Strong buy
HSII,"Heidrick & Struggles International, Inc.",41.41,USD,-1.941747572815535,131989,1.1819515287847093,845147445,USD,22.549553474188627,1.8364,USD,-32.0405595440752,1.44893,Commercial services,Buy
NSSC,"NAPCO Security Technologies, Inc.",24.76,USD,-1.3938669852648264,432316,0.647071343448806,901299182,USD,18.981907390371052,1.3044,USD,11.936840298635545,1.3126,Commercial services,Buy
MEG,"Montrose Environmental Group, Inc.",17.74,USD,-1.717451523545719,284280,0.7585073936327322,608495241.9999999,USD,,-1.4924,USD,21.15801151672038,0,Commercial services,Buy
HCKT,"The Hackett Group, Inc.",30.18,USD,-1.661779081133925,201908,1.5037663422910263,832771209,USD,28.64192844263073,1.0537,USD,-14.728493971028561,1.45792,Commercial services,Strong buy
TIC,Acuren Corporation,12.6,USD,-1.1764705882352968,207302,,1530600407.9999998,USD,,,,,0,Commercial services,Strong buy
PRAA,"PRA Group, Inc.",22.57,USD,-0.4411116012351187,344748,1.5137330080014262,889860620,USD,12.644966104543673,1.7849,USD,,0,Commercial services,Buy
BTBT,"Bit Digital, Inc.",2.71,USD,-8.13559322033899,14893556,1.2304353684229032,416010396.00000006,USD,43.85113268608414,0.0618,USD,,0,Commercial services,Strong buy
BV,"BrightView Holdings, Inc.",13.43,USD,-1.899196493791087,1014619,1.1877008655913255,1282565029.0000002,USD,80.22700119474314,0.1674,USD,,0,Commercial services,Buy
HCSG,"Healthcare Services Group, Inc.",10.55,USD,-2.133580705009264,584544,0.9594757471160036,775295666.0000001,USD,19.77507029053421,0.5335,USD,3.0917874396135296,0,Commercial services,Buy
CASS,"Cass Information Systems, Inc",43.18,USD,-2.616147947677049,75419,1.70694942682223,585920018,USD,31.147659236817425,1.3863,USD,-36.29428794632599,2.80222,Commercial services,Strong buy
IMXI,"International Money Express, Inc.",17.99,USD,-0.6077348066298507,368495,1.6295880601978439,559464843,USD,9.991114073086749,1.8006,USD,20.85374857372978,0,Commercial services,Buy
ACTG,Acacia Research Corporation,4.21,USD,-2.9953917050691223,113104,1.0652481441226942,409919974,USD,9.08894645941278,0.4632,USD,,0,Commercial services,Strong buy
SBC,SBC Medical Group Holdings Incorporated,4.56,USD,-2.7718550106609974,23299,0.46277941754823637,469774901,USD,,-0.128,USD,-260,0,Commercial services,
ADV,Advantage Solutions Inc.,2.45,USD,-1.209677419354831,284420,0.9898460904524853,785846712,USD,,-0.7072,USD,84.96662556864078,0,Commercial services,Buy
ANDE,"The Andersons, Inc.",45.53,USD,-1.3861815031405686,382545,1.1151946565575352,1549295313.9999998,USD,13.725844864490067,3.3171,USD,12.604385905356768,1.68021,Commercial services,Strong buy
IBEX,IBEX Limited,25.69,USD,-0.5420054200541891,221600,0.6523226335936736,338900537,USD,12.097381804482954,2.1236,USD,34.908836795629256,0,Commercial services,Neutral
KELYA,"Kelly Services, Inc.",13.87,USD,1.314828341855367,410858,1.057285840417152,483122673,USD,,-0.0245,USD,-102.49516244016701,2.16294,Commercial services,Buy
REAX,"The Real Brokerage, Inc.",5.24,USD,-4.900181488203259,800956,0.9871341379473112,1045379954,USD,,-0.1727,USD,-38.49238171611867,0,Commercial services,Strong buy
GDOT,Green Dot Corporation,8.5,USD,-5.555555555555555,431577,0.838956970838471,457188159.99999994,USD,,-1.0425,USD,-249.6554694229113,0,Commercial services,Sell
QUAD,"Quad Graphics, Inc",5.99,USD,-8.409785932721709,522889,1.3281849103945291,312419975,USD,,-1.079,USD,5.854637466189682,3.3389,Commercial services,Strong buy
AMN,AMN Healthcare Services Inc,27.58,USD,6.733746130030954,2988778,2.2868881259070952,1050073272.9999999,USD,,-3.8403,USD,-172.64764859445347,0,Commercial services,Buy
KFRC,"Kforce, Inc.",48.52,USD,-1.3018714401952676,94403,0.6668649302357124,925761605,USD,18.237858968576155,2.6604,USD,-14.6815470463729,3.13273,Commercial services,Neutral
CMPO,"CompoSecure, Inc.",16.11,USD,-4.730928444707279,1025394,0.9004196275064966,1607208670,USD,,-0.4486,USD,-156.54146710360476,1.8622,Commercial services,Strong buy
TECX,"Tectonic Therapeutic, Inc.",29.54,USD,-4.199772985244047,316779,0.8997381554315493,544781244,USD,,-9.7271,USD,-717.2660057133255,0,Commercial services,Strong buy
DGNX,Diginex Limited,50,USD,14.155251141552519,263553,1.7264910345333582,1149688150,USD,,-0.2462,USD,,0,Commercial services,
CCRN,"Cross Country Healthcare, Inc.",18.1,USD,0.27700831024931144,566663,1.6808382018632508,593969302,USD,,-0.0569,USD,-102.0170152428217,0,Commercial services,Neutral
TASK,"TaskUs, Inc.",14.37,USD,-1.6427104722792623,525658,1.4868168461294557,1283349628,USD,24.7715911049819,0.5801,USD,26.99211908931698,0,Commercial services,Buy
LZ,"LegalZoom.com, Inc.",8.67,USD,-2.0338983050847426,1704161,1.0584622803471255,1498368527.0000002,USD,,,,,0,Commercial services,Neutral
VVX,"V2X, Inc.",42.08,USD,-2.366589327146179,200637,1.0850416252505248,1328065462,USD,148.69257950530036,0.283,USD,,0,Commercial services,Buy
CMPR,Cimpress plc,49.76,USD,-0.6786427145708651,456136,2.056045699119815,1235070192,USD,8.245509378935507,6.0348,USD,296.76528599605524,0,Commercial services,Strong buy
CXW,"CoreCivic, Inc.",18.02,USD,-2.7522935779816593,1240264,0.7323536645170167,1987074739,USD,29.055143502096097,0.6202,USD,5.1899592944369,0,Commercial services,Strong buy
OABI,"OmniAb, Inc.",3.65,USD,-5.927835051546391,635557,1.1728487445000542,441695960,USD,,-0.6227,USD,-111.58681617397215,0,Commercial services,Strong buy
NCMI,"National CineMedia, Inc.",6.69,USD,-1.9061583577712593,671785,1.8584724221764573,634981872,USD,,-0.2415,USD,-100.75773026057763,0,Commercial services,Buy
BOC,Boston Omaha Corporation,14.61,USD,-1.549865229110515,70526,0.7562136775964488,458372207,USD,,-0.3249,USD,-2404.2553191489365,0,Commercial services,Buy
CSTM,Constellium SE,10.43,USD,0.6756756756756785,2859737,1.5187642792240441,1531331447.9999998,USD,33.52619736419158,0.3111,USD,-65.94789842381788,0,Commercial services,Buy
LINC,Lincoln Educational Services Corporation,16.09,USD,-8.735110606920019,229612,2.363831966685712,506499817,USD,50.5656819610308,0.3182,USD,-64.06144115653942,0,Commercial services,Strong buy
FTRE,Fortrea Holdings Inc.,14.88,USD,-4.6764894298526505,830529,0.8977629134713242,1334735965,USD,,-3.1377,USD,,0,Commercial services,Neutral
UTI,Universal Technical Institute Inc,26.5,USD,-8.113730929264909,812584,1.0046091028080526,1440850361,USD,27.24095394736842,0.9728,USD,277.2004652966266,0,Commercial services,Strong buy
WLDN,"Willdan Group, Inc.",32.21,USD,-1.4984709480122382,126725,1.011390463360091,454961905.99999994,USD,19.70753793441018,1.6344,USD,805.4847645429364,0,Commercial services,Strong buy
RPAY,Repay Holdings Corporation,7.2,USD,-1.0989010989010999,526246,1.2933283656039134,1263468722,USD,,-0.8736,USD,-77.23676202069386,0,Commercial services,Buy
STGW,Stagwell Inc.,6.3,USD,2.4390243902438935,655967,2.0413474566829795,1679509183,USD,2423.0769230769233,0.0026,USD,,0,Commercial services,Buy
PGNY,"Progyny, Inc.",23.2,USD,-2.847571189279731,1243045,0.8131400506823685,1975555857,USD,39.96554694229113,0.5805,USD,12.260684587120481,0,Commercial services,Buy
ATUS,"Altice USA, Inc.",2.76,USD,-0.3610108303249181,2869101,0.8725252888096929,1278516094,USD,,-0.2235,USD,-291.3527397260274,0,Communications,Neutral
IDT,IDT Corporation,48.62,USD,-1.7976166431024048,81766,1.4716755639869112,1227599545.9999998,USD,16.667809393212206,2.917,USD,100.15095375325922,0.411353,Communications,
ITRN,Ituran Location and Control Ltd.,41.52,USD,-0.38387715930901295,240754,0.6094946936235636,834904751,USD,15.94715009986173,2.6036,USD,14.736471002996652,3.75723,Communications,Buy
WOW,"WideOpenWest, Inc.",4.79,USD,-2.4439918533604907,228213,0.8331945971759159,406072875,USD,,-1.1262,USD,64.1828069840664,0,Communications,Neutral
OOMA,"Ooma, Inc.",14.41,USD,-3.482920294708638,108350,0.9848898714052883,389069996,USD,,-0.3684,USD,-636.2445414847163,0,Communications,Strong buy
SPOK,"Spok Holdings, Inc.",16.43,USD,-3.2391048292108406,183861,2.325261694854378,333074816,USD,22.88300835654596,0.718,USD,-60.50822287002915,7.60803,Communications,Neutral
GOGO,Gogo Inc.,7.96,USD,1.0152284263959401,1129750,1.06841527086254,1001202783,USD,18.64168618266979,0.427,USD,-64.1838617681597,0,Communications,Buy
ATEX,Anterix Inc.,39.05,USD,-3.31765288437733,303230,1.0009414256326565,725813914.9999999,USD,,-1.6253,USD,-294.55350730189133,0,Communications,Strong buy
LILA,Liberty Latin America Ltd.,6.92,USD,1.3177159590043903,630222,1.3517005480823552,1357444983,USD,,-2.9403,USD,-444.7414702778755,0,Communications,Buy
SHEN,Shenandoah Telecommunications Co,10.78,USD,1.5065913370998132,365651,1.7829902271044982,589369788.9999999,USD,,-0.5479,USD,-446.11497157296276,0.927644,Communications,Neutral
LZB,La-Z-Boy Incorporated,44.82,USD,0.5383580080753746,733327,1.233305454783352,1850566194,USD,15.365101131299282,2.917,USD,7.4243205420932465,1.82954,Consumer durables,Neutral
SNBR,Sleep Number Corporation,14.49,USD,-3.238731218697826,525806,1.8090344724133993,324155789,USD,,-1.8146,USD,-1035.3608247422678,0,Consumer durables,Neutral
LEG,"Leggett & Platt, Incorporated",9.54,USD,-2.5536261491317673,1884300,0.948415947058227,1281172530.9999998,USD,,-3.7278,USD,-271.7391304347826,6.39413,Consumer durables,Neutral
HELE,Helen of Troy Limited,58.795,USD,1.0744369950146124,440203,1.0239293591250742,1343803055.0000002,USD,11.84308590996072,4.9645,USD,-26.69403304638011,0,Consumer durables,Buy
SMP,"Standard Motor Products, Inc.",30.98,USD,-2.2095959595959576,166401,1.5085822766219203,672942118,USD,11.16356167345321,2.7751,USD,-4.547174354211815,3.74435,Consumer durables,Strong buy
MLR,"Miller Industries, Inc.",60.11,USD,-1.2972085385878476,117566,1.2457456502850361,687615846,USD,9.971302025446644,6.0283,USD,36.05750784300449,1.26435,Consumer durables,Buy
TBCH,Turtle Beach Corporation,18.08,USD,-4.237288135593224,152365,1.3504566371932412,363034155.00000006,USD,65.05937387549479,0.2779,USD,,0,Consumer durables,Strong buy
RGR,"Sturm, Ruger & Company, Inc.",39.62,USD,-0.4772670183371133,266729,1.5313701545614309,664114393,USD,22.370278358082547,1.7711,USD,-34.64575645756458,1.74154,Consumer durables,Strong buy
IMAX,Imax Corporation,26.03,USD,-3.34199777200148,1170954,1.3209158604457922,1380217094.0000002,USD,53.97055774414265,0.4823,USD,5.374699584880928,0,Consumer durables,Buy
LOT,Lotus Technology Inc.,2.57,USD,-0.7722007722007729,126018,0.6783688313589877,1740485167,USD,,-1.5657,USD,-4014.2500000000005,0,Consumer durables,Neutral
DFH,"Dream Finders Homes, Inc.",21.31,USD,-3.1803725579282274,460953,1.3085151862851356,1991978396,USD,7.297445380453393,2.9202,USD,17.051467051467043,0,Consumer durables,Neutral
LGIH,"LGI Homes, Inc.",77.8,USD,-3.330019880715714,365892,1.7644463283620093,1829349497.9999998,USD,9.32082569576729,8.3469,USD,8.706240883517397,0,Consumer durables,Neutral
FNKO,"Funko, Inc.",13.51,USD,-2.9454022988505755,641683,1.0158900688217658,731645299,USD,,-0.4823,USD,87.68323203432249,0,Consumer durables,Neutral
BZH,"Beazer Homes USA, Inc.",23.33,USD,-4.658765835717207,568461,0.8274995585638396,727968058,USD,5.933669057429167,3.9318,USD,-22.16261160493339,0,Consumer durables,Strong buy
JAKK,"JAKKS Pacific, Inc.",30.005,USD,-13.828259620907529,844840,5.856991626035479,329765064,USD,9.924585717593358,3.0233,USD,-18.07441129447471,0,Consumer durables,Strong buy
LOVE,The Lovesac Company,21.65,USD,-4.9604916593503185,362314,1.5204482526221788,334121339,USD,63.23014018691589,0.3424,USD,-73.13245448838668,0,Consumer durables,Strong buy
LEGH,Legacy Housing Corporation,25.82,USD,-2.8592927012791503,127755,0.9249686138394505,623767555,USD,11.828843687007515,2.1828,USD,-18.93939393939395,0,Consumer durables,Strong buy
MOV,Movado Group Inc.,19.64,USD,-1.5538847117794423,190064,1.3792272687361171,308044513,USD,18.697638994668697,1.0504,USD,-58.41811488064606,7.12831,Consumer durables,Buy
SONO,"Sonos, Inc.",11.93,USD,-2.69168026101142,2533852,0.9357988259212063,1420656224,USD,,-0.5688,USD,-1802.3411371237457,0,Consumer durables,Buy
BLBD,Blue Bird Corporation,35.08,USD,-2.311333890281254,757357,0.9324632475473433,1126456617,USD,10.853624578447448,3.2321,USD,71.07394273011168,0,Consumer durables,Strong buy
HOV,"Hovnanian Enterprises, Inc.",121.57,USD,-4.2454316320100824,76556,1.2933351578826444,743548069.0000001,USD,3.8194128088722725,31.8295,USD,18.404949054940303,0,Consumer durables,Neutral
ETD,Ethan Allen Interiors Inc.,28.52,USD,-1.4172139647424824,290420,1.2377902362806112,725262478,USD,11.953059513830679,2.386,USD,-23.655329088407516,5.36466,Consumer durables,Neutral
MODG,Topgolf Callaway Brands Corp.,7.01,USD,-3.0428769017980724,2690542,1.0675143377177776,1288605890.0000002,USD,,-0.0828,USD,-117.62827336597827,0,Consumer durables,Neutral
REVG,"REV Group, Inc.",31.26,USD,-5.758215254748267,701683,1.34498658814428,1627222031,USD,6.977211347454412,4.4803,USD,489.4356005788712,0.671785,Consumer durables,Neutral
SDHC,Smith Douglas Homes Corp.,23.62,USD,-0.6728343145500426,132895,1.808671059902064,1211280000,USD,12.265669626629279,1.9257,USD,-26.746043822276327,0,Consumer durables,Neutral
MBUU,"Malibu Boats, Inc.",34.51,USD,-2.2933182332955897,168771,1.0092166642647806,677614442.0000001,USD,,-4.3514,USD,-239.17354314590932,0,Consumer durables,Buy
XPEL,"XPEL, Inc.",41.35,USD,-2.751646284101603,205247,1.6825427794291485,1143229881,USD,23.534433693796245,1.757,USD,-1.2976799056232862,0,Consumer durables,Strong buy
MCFT,"MasterCraft Boat Holdings, Inc.",18.1,USD,-0.1654715940430093,74417,0.8736553301345756,303220473.00000006,USD,,-0.5206,USD,-115.96981502500077,0,Consumer durables,Neutral
ARHS,"Arhaus, Inc.",11.3,USD,-7.224958949096873,2550935,1.8399672418339728,1587985687,USD,20.243640272303836,0.5582,USD,-44.61202619567374,0,Consumer durables,Buy
MBC,"MasterBrand, Inc.",14.3,USD,-3.1165311653116468,2165223,2.0150349868040434,1825381190,USD,14.846345514950167,0.9632,USD,-31.224562656194227,0,Consumer durables,Strong buy
LVWR,"LiveWire Group, Inc.",2.33,USD,0.8658008658008665,52242,1.4946057212827255,473573053,USD,,-0.4622,USD,14.565619223659896,0,Consumer durables,
WGO,"Winnebago Industries, Inc.",41.53,USD,-1.6575893914278848,582920,1.059943773448565,1179317209.9999998,USD,,-0.6666,USD,-112.94821491006566,3.13027,Consumer durables,Buy
CUSI,CUISINE SOLUTIONS INC,18.65,USD,0.26881720430106,500,0.32675467259181806,327475350,USD,,,,,2.14477,Consumer non-durables,
WWW,"Wolverine World Wide, Inc.",15.16,USD,-0.39421813403416883,2046011,1.0972584025355008,1218432823.9999998,USD,26.70424519992954,0.5677,USD,,2.63852,Consumer non-durables,Buy
BGS,"B&G Foods, Inc.",6.67,USD,4.218749999999993,1981687,1.0923592888466722,528023082.00000006,USD,,-0.3353,USD,42.27922189705629,11.3943,Consumer non-durables,Sell
HAIN,"The Hain Celestial Group, Inc.",4.18,USD,3.4653465346534573,2477926,1.0270961272552903,377231845.00000006,USD,,-1.9416,USD,-9.707311560628316,0,Consumer non-durables,Buy
DOGZ,Dogness (International) Corporation,27.83,USD,-2.5218914185639316,116519,1.5229211268562886,354294213,USD,,-0.5546,USD,-205.56473829201104,0,Consumer non-durables,
BYND,"Beyond Meat, Inc.",4.02,USD,-1.4705882352941297,4335414,1.1054354412003897,305959165,USD,,-4.1826,USD,-7.281914484315285,0,Consumer non-durables,Sell
GES,"Guess?, Inc.",11.9,USD,-4.032258064516129,1001626,1.1397816719307374,612336382.9999999,USD,8.968947844437745,1.3268,USD,-49.351045961215455,10.084,Consumer non-durables,Buy
WALD,Waldencast plc,3.16,USD,-0.940438871473348,42360,1.0752087722415413,392275157,USD,,-0.743,USD,-1504.5368620037807,0,Consumer non-durables,Buy
LWAY,"Lifeway Foods, Inc.",22.21,USD,-0.3589053387169058,21611,0.5400724728226914,329073788,USD,25.682238667900094,0.8648,USD,61.22296793437734,0,Consumer non-durables,Strong buy
BRCC,BRC Inc.,2.57,USD,1.5810276679841913,302384,0.7560951520084215,550604152,USD,,-0.0758,USD,74.84234981745769,0,Consumer non-durables,Buy
OLPX,"Olaplex Holdings, Inc.",1.42,USD,-1.3888888888888902,872276,0.7101871467489094,941350333.9999999,USD,22.291993720565145,0.0637,USD,-46.38047138047138,0,Consumer non-durables,Neutral
UVV,Universal Corporation,53.26,USD,0.30131826741995593,188841,1.82630644919512,1315135568,USD,10.693276045535768,4.9807,USD,-6.307373965387512,6.06459,Consumer non-durables,
FIGS,"FIGS, Inc.",5.47,USD,3.795066413662243,2161938,1.5167168102572846,928862212.0000001,USD,92.71186440677967,0.059,USD,-33.030646992054486,0,Consumer non-durables,Neutral
EPC,Edgewell Personal Care Company,30.75,USD,1.084812623274156,609734,0.7768434319046854,1483031548,USD,16.81798293590024,1.8284,USD,-10.76622742801366,1.95122,Consumer non-durables,Buy
GIII,"G-III Apparel Group, LTD.",28.13,USD,-2.495667244367426,493264,1.4625716810275813,1234533040,USD,7.357903272213648,3.8231,USD,,0,Consumer non-durables,Neutral
KLG,WK Kellogg Co,19.97,USD,0.8585858585858492,760711,0.4367282015669859,1719921066.0000002,USD,24.542214575396336,0.8137,USD,-35.3847375526086,3.20481,Consumer non-durables,Neutral
SENEA,Seneca Foods Corp.,80.49,USD,1.1562146537639837,31104,2.165760320853381,555076499,USD,14.668148850092939,5.4874,USD,23.523320727534664,0,Consumer non-durables,
VSTS,Vestis Corporation,13.04,USD,-3.04832713754647,980355,1.04366730268284,1717956124,USD,180.35961272475794,0.0723,USD,,1.07362,Consumer non-durables,Neutral
OXM,"Oxford Industries, Inc.",71.79,USD,-0.3608605135322567,235610,0.8528010574863417,1127177216,USD,81.0362343379614,0.8859,USD,-90.71763115707417,3.73311,Consumer non-durables,Neutral
NUS,"Nu Skin Enterprises, Inc.",7.6,USD,-1.6817593790427008,716020,0.6595745954806584,377893110,USD,,-2.9501,USD,-1842.5280567040754,3.15789,Consumer non-durables,Neutral
WEYS,"Weyco Group, Inc.",35.92,USD,-1.9383019383019406,8005,0.9283527392494318,343369848,USD,11.900344553405779,3.0184,USD,-9.528519617540384,2.86748,Consumer non-durables,
THS,"Treehouse Foods, Inc.",30.58,USD,0.22943297279579394,627978,0.5943473879646683,1535116020,USD,56.1925762587284,0.5442,USD,-43.2415519399249,0,Consumer non-durables,Neutral
TPB,"Turning Point Brands, Inc.",67.91,USD,-1.8074031231925969,213971,0.7799823568866466,1203510549,USD,27.17269526248399,2.4992,USD,326.1210571184996,0.41231,Consumer non-durables,Strong buy
WEST,Westrock Coffee Company,6.35,USD,1.5999999999999945,231855,1.4069042100025486,598094540,USD,,-0.8546,USD,-9.62031811185224,0,Consumer non-durables,Strong buy
JBSS,"John B. Sanfilippo & Son, Inc.",73.18,USD,1.1052777010223975,67644,0.7533293092810831,851673734,USD,17.576980352596436,4.1634,USD,-27.676058784699293,1.16152,Consumer non-durables,
MSGE,Madison Square Garden Entertainment Corp.,35.99,USD,-2.280749389084975,408360,1.0237442173719136,1721828526,USD,13.714133292687576,2.6243,USD,69.8246295217757,0,Consumer services,Buy
AFYA,Afya Limited,17.35,USD,-0.913763563677899,64918,0.5637934777888749,1564846645.9999998,USD,14.314000495008665,1.2121,USD,57.109526895657815,0,Consumer services,Neutral
GTN,"Gray Media, Inc.",3.8,USD,-5.000000000000004,1368371,1.0753798802565373,404202558.00000006,USD,2.5294548359182585,1.5023,USD,104.25560842963968,8.42105,Consumer services,Neutral
KUBR,Kuber Resources Corporation,6.5,USD,0,168,0.6562499999999997,861942787,USD,398.77300613496936,0.0163,USD,,0,Consumer services,
EVRI,Everi Holdings Inc.,13.81,USD,0.07246376811594048,533927,1.0884986837354635,1191065229,USD,92.87155346334903,0.1487,USD,-87.24043246953835,0,Consumer services,Neutral
LUCK,Lucky Strike Entertainment Corporation,10.64,USD,-0.5607476635513899,802394,1.2036387844597431,1521484384.0000002,USD,,-0.025,USD,-113.17870321560358,2.06767,Consumer services,Strong buy
FWRG,"First Watch Restaurant Group, Inc.",20.27,USD,-1.9825918762088983,940920,1.8786691821543597,1227750287.0000002,USD,60.50746268656716,0.335,USD,-8.168859649122805,0,Consumer services,Strong buy
SPHR,Sphere Entertainment Co.,46.92,USD,-0.9708737864077688,834286,1.567112144975427,1679419785,USD,,-10.5023,USD,-160.24793767711884,0,Consumer services,Buy
XPOF,"Xponential Fitness, Inc.",15.68,USD,-5.712567648827417,422099,1.3028667766950195,757391083,USD,,-1.1521,USD,38.31780704572224,0,Consumer services,Buy
BLMN,"Bloomin' Brands, Inc.",11.84,USD,-1.4154870940882591,1609475,0.8529856977065008,1004541973,USD,,-0.1134,USD,-104.20935412026726,8.10811,Consumer services,Neutral
BH,Biglari Holdings Inc.,234.28,USD,-3.9836065573770485,5881,1.8228876077118592,729361086,USD,14.21119037220362,16.4856,USD,151.21297086431795,0,Consumer services,
SDA,SunCar Technology Group Inc.,4.87,USD,-7.590132827324468,308704,0.23774835890680301,528964363.00000006,USD,,,,,0,Consumer services,Strong buy
DIN,"Dine Brands Global, Inc. Common Stock",25.76,USD,-2.975517890772125,584483,0.9909267799944629,392749131,USD,4.28234198889517,6.0154,USD,25.10450679034169,7.91926,Consumer services,Neutral
PLAY,"Dave & Buster's Entertainment, Inc.",23.64,USD,-2.030667219229169,1461598,1.2691279005855398,910208242,USD,11.671768539547745,2.0254,USD,-25.473746182433676,0,Consumer services,Buy
OSW,OneSpaWorld Holdings Limited,19.08,USD,-9.787234042553193,1479007,1.485304691893629,1983975576,USD,27.445339470655924,0.6952,USD,,0.419287,Consumer services,Strong buy
SCHL,Scholastic Corporation,20.6,USD,4.4095286365940245,472536,1.285392524889832,578883628.0000001,USD,,-0.1846,USD,-110.30651554910389,3.8835,Consumer services,
KRUS,"Kura Sushi USA, Inc.",69.85,USD,-5.6591031874662505,258845,1.1529674619482209,842819302,USD,,-0.6858,USD,-658.924205378973,0,Consumer services,Buy
LIND,Lindblad Expeditions Holdings Inc.,11.11,USD,-10.33091202582729,403506,1.6228014082569804,605537914,USD,,-0.772,USD,25.01214181641574,0,Consumer services,Buy
NATH,"Nathan's Famous, Inc.",100.1,USD,-0.04992511233151409,15763,0.78267518706647,409359941,USD,17.278580429116392,5.7933,USD,24.73463236085694,1.998,Consumer services,
ARCO,Arcos Dorados Holdings Inc.,8.37,USD,-1.2971698113207688,1136281,1.0104703661248886,1763249750,USD,12.065734467348998,0.6937,USD,-18.818022235225285,2.86738,Consumer services,Strong buy
AMCX,AMC Networks Inc.,7.71,USD,-3.86533665835411,522502,0.866661237269044,340285417,USD,,-5.2507,USD,-206.99555772914374,0,Consumer services,Sell
APEI,"American Public Education, Inc.",21.26,USD,-5.720620842572058,198158,2.5091009006567844,376558257.00000006,USD,38.06624888093107,0.5585,USD,,0,Consumer services,Buy
CBRL,"Cracker Barrel Old Country Store, Inc.",47,USD,-2.701583686988924,539973,0.7407069550922583,1046180924.9999999,USD,26.058993124861388,1.8036,USD,-54.056601370456214,4.3617,Consumer services,Neutral
