Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
CMGR,CLUBHOUSE MEDIA GROUP INC.,0.000001,USD,0,642012,6.517272988438655,16372.000000000002,USD,,,,,0,Commercial services,
NTIP,"Network-1 Technologies, Inc.",1.38,USD,-1.7793594306049918,5340,0.2551959130422316,31790420.999999996,USD,,-0.0618,USD,59.28853754940712,7.24638,Commercial services,
DPUI,DISCOUNT PRINT USA INC.,0.0003,USD,0,200000,0.009771049459176322,179388.59999999998,USD,,-0.0002,USD,96.2962962962963,0,Commercial services,
PCSV,"PCS Edventures!.com, Inc.",0.2001,USD,-8.400091554131382,292100,2.7503257831978725,24450173,USD,7.070671378091873,0.0283,USD,-12.111801242236027,0,Commercial services,
GPLS,"Geopulse Exploration, Inc.",0.03,USD,47.783251231527096,7982,0.08797395389027393,4529400,USD,,-0.001,USD,-42.85714285714286,0,Commercial services,
INNI,Innovaro Inc.,0.0101,USD,0,75000,1.1483939328051742,163125.47717842323,USD,,-0.0003,USD,50,0,Commercial services,
NNAX,New Momentum Corporation,0.0005,USD,0,7222,0.008533364842111483,412931,USD,,,,,0,Commercial services,
APHD,APOGEE 21 HLDGS INC.,0.0001,USD,-50,100,0.07175660160734788,42.5006,USD,,,,,0,Commercial services,
UTRX,Unitronix Corp.,0.035,USD,-12.935323383084569,39000,0.24503213062348742,1038624.9999999999,USD,,-0.0013,USD,-85.71428571428571,0,Commercial services,
DFCO,Dalrada Financial Corp.,0.02,USD,90.47619047619047,13018,0.719819077583204,2403140,USD,,-0.2482,USD,-2.4772914946325373,0,Commercial services,
CBTC,XTRA Bitcoin Inc.,0.0011,USD,-8.33333333333332,1061950,0.5571914716518378,2264322,USD,,-0.0001,USD,0,0,Commercial services,
NTCHF,N1 TECHNOLOGIES INC,0.000001,USD,0,387,0.04234923344604577,48,USD,,,,,0,Commercial services,
DLPN,"Dolphin Entertainment, Inc.",1.02,USD,-3.7735849056603805,47891,1.4279069628763867,11385267,USD,,-2.962,USD,-7.008670520231229,0,Commercial services,Strong buy
CRVO,CervoMed Inc.,2.28,USD,-1.935483870967758,36504,0.4146155855661438,18818530,USD,,-1.6362,USD,80.1884050951712,0,Commercial services,Neutral
PYCT,PAYCHEST INC,0.000001,USD,0,3000000,0.7952594478280378,27685.000000000004,USD,,,,,,Commercial services,
STFS,Star Fashion Culture Holdings Limited,0.8848,USD,-0.5730981009102138,207372,1.261941839385569,9600080,USD,6.934169278996866,0.1276,USD,38.394793926247274,0,Commercial services,
GLXG,Galaxy Payroll Group Limited,0.779,USD,2.4865149322457607,69221,0.6685797184317483,14031737.5,USD,144.25925925925927,0.0054,USD,-34.93975903614457,0,Commercial services,
LOCM,LOCAL CORP,0.0002,USD,0,500,0.032673332026400055,4862.8,USD,,,,,0,Commercial services,
GSUN,Golden Sun Health Technology Group Limited,2.65,USD,-1.8518518518518614,686677,126.75163820950623,5249502,USD,,-1.0718,USD,-246.74862504044003,0,Commercial services,
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0013,USD,-13.33333333333334,695266,0.2502699811908574,1072783.9999999998,USD,,-0.0012,USD,-33.33333333333333,0,Commercial services,
BWVI,"Blue Water Ventures International, Inc.",0.0001,USD,0,500,0.00569211573665085,6101.700000000001,USD,,,,,0,Commercial services,
HWAL,Hollywall Entertainment Inc.,0.014,USD,3.703703703703707,603,0.020791669540031723,2034952.0000000002,USD,,0,USD,100,0,Commercial services,
XNDA,Xinda International Corp.,0.1,USD,0,12213,0.9976800039211202,3993550,USD,9.523809523809524,0.0105,USD,,0,Commercial services,
YGTYF,SSLJ COM LIMITED,0.000001,USD,0,2380,0.4404471093345177,10,USD,,,,,0,Commercial services,
APPZ,MONSTER ARTS INC,0.000001,USD,0,100000,0.1906105981779914,1663.8319999999999,USD,,,,,0,Commercial services,
NGLD,Nevada Canyon Gold Corp,1.585,USD,-5.514157973174369,42523,0.9541343277888831,42805355,USD,,-0.1391,USD,54.82299447872686,0,Commercial services,
MMND,"Mastermind, Inc.",0.032,USD,-22.89156626506024,139999,8.243284619098649,1104177,USD,80,0.0004,USD,-97.22222222222223,0,Commercial services,
MLPH,"Molecular Pharmacology (USA), Ltd.",0.000001,USD,-99,1000,0.26881720430107525,111.55373999999999,USD,0.0011111111111111111,0.0009,USD,,0,Commercial services,
GMGZ,Genuine Marketing Group Inc. ,0.33,USD,-17.5,5082,1.386857329985809,31198961.999999996,USD,,,,,0,Commercial services,
ATTOF,Atento S.A.,0.0001,USD,0,334,0.013550575290891091,1545,USD,,,,,0,Commercial services,
SAKL,"Sack Lunch Productions, Inc.",0.01825,USD,-8.750000000000007,14703,0.28146284874171573,42481.822289156626,USD,0.3318181818181818,0.055,USD,,0,Commercial services,
FTWS,FLITWAYS TECHNOLOGY INC,0.000001,USD,0,100,0.0015198838808715015,2000,USD,,,,,0,Commercial services,
STCB,"Starco Brands, Inc.",0.0496,USD,-0.800000000000009,16000,0.4512457202163723,32112613.000000007,USD,,-0.1192,USD,-893.3333333333334,0,Commercial services,
ELVG,"Elvictor Group, Inc",0.02,USD,26.18296529968455,50000,0.3877150170555836,8288975,USD,40,0.0005,USD,,0,Commercial services,
PCLI,"Protocall Technologies, Inc.",0.0345,USD,-13.749999999999996,25999,0.4987511558043439,520688.99999999994,USD,,0,USD,100,0,Commercial services,
USNU,"U.S. Neurosurgical Holdings, Inc.",0.9,USD,-6.735751295336782,2000,0.27968116347364,15646431,USD,,-0.0912,USD,-344.8780487804878,0,Commercial services,
HSON,"Hudson Global, Inc.",11.15,USD,-2.1929824561403506,9154,3.1820077864293657,30452711,USD,,-1.1517,USD,-336.4887063655031,0,Commercial services,
GXXM,"GEX Management, Inc.",0.0001,USD,-50,1123120,0.10481147396342613,240560.99999999997,USD,,-0.0009,USD,-101.20643431635388,0,Commercial services,
SBET,"SharpLink Gaming, Inc.",0.4459,USD,-6.126315789473677,300288,0.05260117051828132,2790913,USD,,,,,0,Commercial services,
SEEK,THEDIRECTORY.COM,0.000001,USD,0,125000,0.4175411369878983,14475.806999999999,USD,,,,,0,Commercial services,
CLEU,China Liberal Education Holdings Limited,0.0911,USD,-8.991008991008984,17299789,0.6248913380176144,24535525,USD,,,,,0,Commercial services,
INTK,"Industrial Nanotech, Inc.",0.000001,USD,-99,9175501,11.430271861178923,2232,USD,,,,,0,Commercial services,
LKST,"LookSmart Group, Inc.",4.26,USD,-39.142857142857146,103,0.2877094972067039,247080,USD,,,,,0,Commercial services,
RLBY,Reliability Inc.,0.04525,USD,0,52016,0.7149798561408187,13575000,USD,,-0.0015,USD,34.78260869565217,0,Commercial services,
TBIO,"Telesis Bio, Inc.",0.4,USD,14.285714285714299,8854,1.6021279675738276,710336,USD,,-28.1869,USD,-19.78165808965702,0,Commercial services,
NAFS,"North America Frac Sand, Inc.",0.0001,USD,0,500000,0.027224481926820768,7007,USD,,-0.0007,USD,41.666666666666664,0,Commercial services,
CREX,"Creative Realities, Inc.",2.42,USD,-5.098039215686271,51098,0.8991172118181356,25280916,USD,33.56449375866852,0.0721,USD,,0,Commercial services,Strong buy
IZEA,"IZEA Worldwide, Inc.",2.576,USD,-0.5405405405405325,25332,0.7574747254258778,43706242,USD,,-0.9439,USD,-117.83983383337177,0,Commercial services,Strong buy
GWAV,"Greenwave Technology Solutions, Inc.",0.2922,USD,-2.274247491638787,6008706,0.7324209011631362,17763592,USD,,-286.0432,USD,7.642345723856792,0,Commercial services,
TKCI,"Turnkey Capital, Inc.",1.1,USD,10.000000000000009,105,0.10260920551158019,464911,USD,,,,,0,Commercial services,
NTBLQ,"Notable Labs, Ltd.",0.000001,USD,0,429,0.015519524212628335,10.000000000000002,USD,,,,,0,Commercial services,
NUGS,Cannabis Strategic Ventures,0.000001,USD,0,750,0.052746325339334696,187.588,USD,,,,,0,Commercial services,
HUBC,Hub Cyber Security Ltd.,0.705,USD,-5.5719260648272275,1248963,0.46811369180535395,21474113,USD,,-2.7966,USD,-821.4497528830315,0,Commercial services,
NWCN,"Network CN, Inc.",0.0451,USD,-0.22123893805308836,240,0.008966632917256658,1131496,USD,,-0.0492,USD,40.50785973397823,0,Commercial services,
CRKN,Crown Electrokinetics Corp.,4.55,USD,-1.0869565217391266,102153,0.5658195224435151,7021810,USD,,-12383.754,USD,98.18448952563622,0,Commercial services,
GPOX,GPO PLUS INC.,0.0333,USD,-18.780487804878042,20054,0.2419645776599634,1927171.0000000002,USD,,-0.0822,USD,30.04255319148936,0,Commercial services,
NBDR,"No Borders, Inc.",0.0001,USD,0,3000,0.16453231688924233,20969,USD,,,,,0,Commercial services,
BLNE,"Eastside Distilling, Inc.",0.688,USD,-4.391328515842145,91739,0.0643912503872712,3226378,USD,,-3.5892,USD,80.45098039215686,0,Commercial services,
ADXS,"Ayala Pharmaceuticals, Inc.",0.1051,USD,250.33333333333334,255,0.1633463583370688,4480770,USD,,,,,0,Commercial services,
ABQQ,AB INTL Group Corp.,0.0003,USD,49.99999999999998,1222409,0.020315621159911153,684380,USD,1.4999999999999998,0.0002,USD,,0,Commercial services,
APHP,American Picture House Corporation,0.279,USD,0,788,0.1632145816072908,31080415,USD,,-0.0239,USD,,0,Commercial services,
AMNC,Amincor Inc,0.036,USD,-52.63157894736842,100,0.03718854592785422,5315628,USD,,-0.0012,USD,-100.06519967400163,0,Commercial services,
LICN,Lichen China Limited,0.078,USD,9.859154929577475,130915949,3.9399672876892695,9347000,USD,,,,,0,Commercial services,
WOWI,"Metro One Telecommunications, Inc.",0.0017,USD,0,100,0.2701242571582928,9187.000000000002,USD,,,,,0,Commercial services,
BBOE,Black Box Entertainment Ltd.,0.59768,USD,-20.521276595744684,200,0.23992322456813836,217856,USD,,-0.0014,USD,99.86,0,Commercial services,
KUKE,Kuke Music Holding Limited,0.3147,USD,-13.757193751712805,513975,3.579681741063593,12446928,USD,,-0.2815,USD,-34.88260661236223,0,Commercial services,
BEDU,Bright Scholar Education Holdings Limited,1.601,USD,-5.834607693212561,1370,0.14717889218340424,47591652,USD,,-4.7412,USD,-164.6940598481465,0,Commercial services,
NXRA,NEXTERA ENTERPRISES INC,0.000001,USD,0,35250,0.5334580338779902,38.00000000000001,USD,,,,,0,Commercial services,
CLNV,Clean Vision Corporation,0.0169,USD,4.968944099378874,1473365,0.5839824482430584,13653911.000000002,USD,,-0.0192,USD,11.52073732718895,0,Commercial services,
TSPG,"TGI Solar Power Group, Inc.",0.0014,USD,0,954732,2.9156983118406914,2387050,USD,,-0.0028,USD,,0,Commercial services,
CNTGF,Centogene N.V.,0.1739,USD,0,5094,0.5745285572498421,5043123.267919719,USD,,,,,0,Commercial services,
CGSI,CGS INTL INC.,0.0001,USD,0,1013,0.4496027695175536,3669,USD,,,,,0,Commercial services,
CANN,TREES Corporation,0.0305,USD,-0.40816326530612285,40612,0.729027359169657,3316769,USD,,,,,0,Commercial services,
EWRC,"eWorld Companies, Inc.",0.0005,USD,-16.666666666666657,500001,0.5272026535532649,5510659.000000001,USD,,0,USD,,0,Commercial services,
WHLM,"Wilhelmina International, Inc.",3.681,USD,3.690140845070429,3384,1.2936768866121262,18984184,USD,32.89544235924933,0.1119,USD,18.789808917197444,0,Commercial services,
LICH,LIVECHAIN INC.,0.0069,USD,0,125000,1.4196850116470958,1277507,USD,,-0.0001,USD,0,0,Commercial services,
RMTD,REMOTE DYNAMICS INC,0.000001,USD,0,1250000,1.5171035216827469,29332,USD,,,,,0,Commercial services,
EVSV,"Enviro-Serv, Inc.",0.0079,USD,31.666666666666675,75000,1.066947392380573,82168,USD,0.32644628099173556,0.0242,USD,,0,Commercial services,
CSSI,"Costas, Inc.",0.006,USD,-9.090909090909088,20000,0.3747837965973379,2674370.0000000005,USD,,-0.0012,USD,61.29032258064516,0,Commercial services,
WNRC,WENR CORP,0.0003,USD,0,500,0.00861652995105811,9836.099999999999,USD,,,,,0,Commercial services,
NSAV,"Net Savings Link, Inc.",0.0005,USD,11.111111111111116,9623950,0.6635618466779435,2960872.9999999995,USD,0.00030428432327166507,1.6432,USD,,0,Commercial services,
MRES,Institute of Biomedical Research Corp.,0.01735,USD,5.792682926829264,2781158,3.41158432654355,41623064,USD,34.7,0.0005,USD,,0,Commercial services,
PCMC,Public Company Management Corp.,0.197,USD,-14.347826086956522,2296,0.6011730205278593,6752533,USD,,-0.0026,USD,-116.66666666666667,0,Commercial services,
INTV,"Integrated Ventures, Inc.",0.3508,USD,7.60736196319018,5997,0.2573510479427365,1951002,USD,,-0.8243,USD,92.8999026675969,0,Commercial services,
LMTI,LASER MASTER INTL,0.14,USD,16.666666666666682,12500,0.9259259259259259,1517653.2000000002,USD,,,,,0,Commercial services,
MRPT,"MacReport.Net, Inc. (The)",0.078,USD,-8.235294117647065,13400,1.160253524053614,1400929,USD,,-0.0002,USD,66.66666666666666,0,Commercial services,
TREP,"Trucept, Inc.",0.05,USD,-18.032786885245898,145517,0.4284922603609397,2638106,USD,1.7123287671232879,0.0292,USD,-56.35276532137519,0,Commercial services,
JKSM,Jacksam Corporation,0.00279,USD,16.250000000000007,616000,0.7744956568521554,261475.99999999997,USD,,-0.0176,USD,43.589743589743584,0,Commercial services,
HSTA,Hestia Insight Inc.,0.205,USD,2.4999999999999885,300,0.09755780299827649,5727548,USD,8.991228070175438,0.0228,USD,,0,Commercial services,
EFSH,1847 Holdings LLC,0.15,USD,-6.250000000000005,1848288,0.4509267809503362,3980965.9999999995,USD,,-5818.785,USD,87.43786145184097,0,Commercial services,
XALL,Xalles Holdings Inc.,0.0005,USD,0,1045455,2.062315175170195,38260,USD,0.8333333333333334,0.0006,USD,-70,0,Commercial services,
NNFC,NANOFORCE INC,0.000001,USD,0,3950,1.9413181304369194,978.372,USD,,,,,0,Commercial services,
SITS,Southern ITS International Inc.,0.04825,USD,-3.3066132264529027,67692,1.1380746947682727,5597242,USD,19.3,0.0025,USD,,0,Commercial services,
GEAT,GreetEat Corporation,0.012296,USD,-50.31919191919192,30000,2.3839986013874874,1875915,USD,,-0.0005,USD,-66.66666666666669,0,Commercial services,
PNPL,"Pineapple, Inc.",0.11844,USD,-15.400000000000006,175,0.1006036217303823,8658387,USD,,-0.0262,USD,72.27513227513226,0,Commercial services,
EEIQ,EpicQuest Education Group International Limited,0.84785,USD,-6.024163156727999,2533,0.6085577685414314,11118004,USD,,-0.474,USD,18.30403309203724,0,Commercial services,
AMMJ,"American Cannabis Company, Inc.",0.001,USD,99900.00000000001,25796,1.0186505131556605,185801,USD,,-0.0248,USD,-406.12244897959187,0,Commercial services,
CPOP,"Pop Culture Group Co., Ltd",0.69,USD,-3.4965034965034993,69555,0.9910632610547974,10307939,USD,,-4.3174,USD,-326.74705940496193,0,Commercial services,
AGSS,Ameriguard Security Services Inc.,0.1903,USD,11.875367430922983,10819,1.4177510450655868,18062763,USD,,-0.0253,USD,-717.0731707317073,0,Commercial services,
MLEC,Moolec Science SA,0.78,USD,6.995884773662558,16085,0.749848491911799,30007147,USD,,-0.1998,USD,-157.80645161290323,0,Commercial services,
PBSV,"Pharma-Bio Serv, Inc.",0.5815,USD,-1.3570822731128087,24432,3.265000668181211,13350160.000000002,USD,,-0.0339,USD,-159.47368421052633,0,Commercial services,
PBYA,Probility Media Corp.,0.000001,USD,0,73000,0.14963253937897988,3951.6499999999996,USD,,,,,0,Commercial services,
NGMC,Next Generation Management Corp.,0.0015,USD,-25,52000,0.44344234055689535,1002185.0000000001,USD,0.2830188679245283,0.0053,USD,1666.6666666666667,0,Commercial services,
SPLY,SOCIALPLAY USA INC,0.0001,USD,9900.000000000002,1000,0.08394120757821222,1187,USD,,,,,0,Commercial services,
LXEH,"Lixiang Education Holding Co., Ltd.",9.38,USD,-2.4948024948024785,5239,0.44159916383590286,10943365,USD,,-12.4717,USD,-426.3431103608356,0,Commercial services,
VSME,VS Media Holdings Limited,1.2,USD,-4.0000000000000036,13671,0.4041075846657267,3903772,USD,,,,,0,Commercial services,
DEVS,DevvStream Corp.,0.43,USD,-0.3707136237256697,93812,0.5299924352974787,12500086,USD,,-0.4509,USD,-397.8203434610304,0,Commercial services,
TGL,Treasure Global Inc.,0.1626,USD,-3.9574719432959307,1008795,0.07807026075046865,8524674,USD,,-3.6069,USD,-625.8804588448379,0,Commercial services,
SNRG,Susglobal Energy Corp.,0.0289,USD,-2.0338983050847452,188000,3.2673945309377075,3795495,USD,,,,,0,Commercial services,
CBMJ,Conservative Broadcast Media & Journalism Inc.,0.0642,USD,-1.2307692307692446,1547,0.04443869929909227,122336,USD,,-0.0622,USD,-298.7179487179488,0,Commercial services,
LVWD,"LiveWorld, Inc.",0.15,USD,0,109000,1.8469160737614223,6844169,USD,,-0.0114,USD,-184.44444444444443,0,Commercial services,
LCCN,LeapCharger Corporation,0.003,USD,-55.223880597014926,4738,0.3206637970708465,80801,USD,,-0.4346,USD,99.20393307615937,0,Commercial services,
SER,"Serina Therapeutics, Inc.",4.73,USD,-3.2719836400817846,6511,0.562010150882159,42059044,USD,,-5.9419,USD,54.36679210506106,0,Commercial services,
LNTO,Lelantos Holdings Inc.,0.09,USD,0,6000,1.0390869888990872,319634.1,USD,,,,,0,Commercial services,
CNHC,China Health Management Corp.,0.00495,USD,45.588235294117666,20250,0.7107507633989681,401672,USD,,0,USD,100,0,Commercial services,
DCLT,"Data Call Technologies, Inc.",0.002,USD,0,239400,11.61104455750474,314997,USD,,-0.0004,USD,,0,Commercial services,
YHC,LQR House Inc.,1.15,USD,8.490566037735835,98559,0.5936284279588816,26049111,USD,,-2.8993,USD,88.62609255103801,0,Commercial services,Strong buy
IPDN,"Professional Diversity Network, Inc.",0.477,USD,6.023560791286943,1553732,5.934725853550468,8697021,USD,,-0.1944,USD,58.75238701464036,0,Commercial services,
STWC,STWC HOLDINGS INC,0.000001,USD,0,6000,0.012890144388952373,88.6176,USD,,,,,0,Commercial services,
ICLD,INTERCLOUD SYSTEMS INC,0.000001,USD,0,470000,0.6068978982092768,957,USD,,,,,0,Commercial services,
VCIG,VCI Global Limited,0.9342,USD,-7.504950495049504,752600,0.5794989205427362,33580132,USD,,,,,0,Commercial services,
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,0.7063,USD,-0.6610407876230558,74802,0.23518499886812386,39902798,USD,,,,,0,Commercial services,
OPGN,"OpGen, Inc.",1.23,USD,-1.6000000000000014,1697,1.4445011916921957,12383777,USD,,-12.9568,USD,80.13141652290588,0,Commercial services,
BLPG,"Blue Line Protection Group, Inc.",0.051,USD,-7.27272727272728,116155,13.949536436566346,420757,USD,,-0.0016,USD,76.47058823529413,0,Commercial services,
WRIT,"WRIT Media Group, Inc.",0.0017,USD,0,100,0.00013267561607922327,129851,USD,,-0.0023,USD,-102.4945770065076,0,Commercial services,
PMEC,Primech Holdings Ltd.,0.6879,USD,-5.091059602649013,132740,0.2293893084259701,26174595,USD,,,,,0,Commercial services,
GHST,GHST World Inc.,0.058675,USD,-0.5508474576271168,3000,0.3126139738446308,7639554,USD,,-0.0036,USD,-3500,0,Commercial services,
ISPC,iSpecimen Inc.,1.74,USD,-3.8674033149171305,229380,2.210467582603432,1674988,USD,,-18.9346,USD,16.310420423605958,0,Commercial services,
LTRE,LEARNING TREE INTERNATIONAL INC,0.3,USD,7.142857142857128,476,0.2579107065452969,3967200,USD,,,,,0,Commercial services,
DMSLQ,"Digital Media Solutions, Inc.",0.000001,USD,0,267,0.3420445810914821,4.4421,USD,,,,,0,Commercial services,
AGRI,AgriFORCE Growing Systems Ltd.,1.66,USD,0.6060606060606066,799320,11.331346770512273,2840373,USD,,-1.1025,USD,-157.29288214702453,0,Commercial services,
CRMZ,"CreditRiskMonitor.com, Inc.",2.88,USD,2.4911032028469693,2300,0.5960865621355449,30879361.999999996,USD,22.153846153846153,0.13,USD,-13.275517011340895,0,Commercial services,
UBQU,Ubiquitech Software Corp.,0.00005,USD,4900.000000000001,5119996,0.5703713402169559,1454121,USD,,0,USD,,0,Commercial services,
AACG,ATA Creativity Global,0.94,USD,9.684947491248536,140561,11.841801531605153,30046635,USD,,-0.1781,USD,3.04844855743059,0,Commercial services,
CNET,ZW Data Action Technologies Inc.,1.6176,USD,-0.14814814814815924,10671,2.7421302839516786,3520242,USD,,-1.4734,USD,-23.26612565883042,0,Commercial services,
ICNM,"Icon Media Holdings, Inc.",0.0003,USD,0,11571588,1.0528714510920387,33290,USD,,0,USD,100,0,Commercial services,
SCNX,"Scienture Holdings, Inc.",2.7962,USD,2.424908424908418,1365,0.09916742949304738,25139467.000000004,USD,,-23.7315,USD,-138.014763404409,0,Commercial services,
WAFU,Wah Fu Education Group Limited,1.8301,USD,-0.5380434782608706,175877,12.44503725508233,8071764.999999999,USD,,,,,0,Commercial services,
STTO,SITO MOBILE LTD,0.0021,USD,90.90909090909088,1200,0.006598743599218709,53848.2,USD,,,,,0,Commercial services,
DGEN,DELTAGEN INC,0.000001,USD,-99,34025,0.6941072790994659,38.594,USD,,,,,0,Commercial services,
ASST,Asset Entities Inc.,0.6573,USD,10.452024869769792,1223119,0.6596635158888204,9137385,USD,,-1.9594,USD,-40.650348144426104,0,Commercial services,
KLTO,"Klotho Neurosciences, Inc.",0.3835,USD,2.512697139802197,83645,0.27577505169648886,10385531.000000002,USD,,-0.2128,USD,-252.65423242467716,0,Commercial services,
JDZG,JIADE LIMITED,0.67,USD,0,35508,0.5788709180454548,16237766.24,USD,,,,,0,Commercial services,
WCCP,"Wealthcraft Capital, Inc.",0.0125,USD,-63.23529411764706,10000,1.051159955010354,136250,USD,,-0.0045,USD,-87.5,0,Commercial services,
KPLT,"Katapult Holdings, Inc.",10.09,USD,-4.087452471482887,9643,0.4890579434512479,44300339,USD,,-8.2441,USD,-0.10685706653065499,0,Commercial services,Neutral
LBUY,"Leafbuyer Technologies, Inc.",0.018,USD,-35.71428571428572,53983,0.5737793782524404,1801279,USD,,0,USD,100,0,Commercial services,
DSS,"DSS, Inc.",0.94,USD,2.1739130434782505,9541,0.8556183301945995,6642766,USD,,-6.2745,USD,43.27468990706252,0,Commercial services,
ALIF,ARTIFICIAL LIFE INC,0.0001,USD,0,160,0.0033399227225380072,7942.6,USD,,,,,0,Commercial services,
FCUV,Focus Universal Inc.,4.24,USD,-8.42332613390928,12706,0.218671210126408,31384272.000000004,USD,,-0.444,USD,37.85864240727782,0,Commercial services,
BHIL,"Benson Hill, Inc.",0.96,USD,-6.796116504854374,64520,0.45081586351989933,5869459,USD,,-18.6442,USD,23.84154112610698,0,Commercial services,
PIFR,"Premier Information Management, Inc.",0.0011,USD,0,200,0.003280377112152813,64409,USD,,-0.0001,USD,-107.14285714285714,0,Commercial services,
FPMI,FLUOROPHARMA MEDICAL INC,0.0001,USD,0,1000,0.03180762746906708,3426,USD,,,,,0,Commercial services,
BLMZ,BloomZ Inc.,0.4066,USD,1.6499999999999986,208180,2.163878058642364,5460556.680000001,USD,,,,,0,Commercial services,
VCBD,"Vitalibis, Inc.",0.0012,USD,-25.00000000000001,1716915,1.0987590767304585,321439,USD,,,,,0,Commercial services,
TESI,Titan Environmental Solutions Inc.,0.12429,USD,10.77540106951872,262,0.03412302522759537,3453570,USD,,-0.6278,USD,41.92414431082331,0,Commercial services,
CBIH,"CANNABIS BIOSCIENCE INTERNATIONAL HOLDINGS, INC.",0.00075,USD,0,3765244,1.2219576856173802,7880062.000000001,USD,,0,USD,100,0,Commercial services,
ROMA,Roma Green Finance Limited,0.73,USD,4.28571428571429,27833,0.4078621126240453,8734137,USD,,-0.2401,USD,-845.2755905511812,0,Commercial services,
LTNC,Labor Smart Inc,0.00145,USD,3.571428571428566,4747396,0.5254191628036122,11439087,USD,,,,,0,Commercial services,
NEOM,NEOMEDIA TECHNOLOGIES INC,0.000001,USD,0,1000000,2.662472030731317,5088.415,USD,,,,,0,Commercial services,
EGYF,"Energy Finders, Inc.",0.025,USD,0,1000,0.641972138409193,3074659,USD,,-0.0031,USD,8.823529411764703,0,Commercial services,
ZCMD,Zhongchao Inc.,1.39,USD,-3.472222222222225,9973,6.073690621193666,35048702,USD,,-0.2199,USD,26.20805369127516,0,Commercial services,
FUNI,"Hypha Labs, Inc.",0.03475,USD,10.317460317460327,53175,0.48635240725005785,4397502,USD,,-0.0185,USD,-349.99999999999994,0,Commercial services,
EAWD,Energy and Water Development Corp.,0.0034,USD,-2.8571428571428648,9843065,8.182202982298945,1393503,USD,,-0.0139,USD,-0.7246376811594158,0,Commercial services,
STEV,Stevia Corp.,0.00285,USD,1.7857142857142905,1500,0.0025730788706996993,1621903.9999999998,USD,,,,,0,Commercial services,
