Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
CBIH,"CANNABIS BIOSCIENCE INTERNATIONAL HOLDINGS, INC.",0.00075,USD,0,3765244,1.2219576856173802,7880062.000000001,USD,,0,USD,100,0,Commercial services,
WFCF,"Where Food Comes From, Inc.",12,USD,-4.761904761904759,2924,0.6200958561309752,62797703,USD,30.234315948601665,0.3969,USD,4.419889502762426,0,Commercial services,
DHX,"DHI Group, Inc.",2.62,USD,-3.676470588235297,140576,0.4902276006899231,128176336.00000001,USD,582.2222222222223,0.0045,USD,-94.24552429667519,0,Commercial services,Strong buy
PVSP,Pervasip Corp.,0.0002,USD,33.33333333333336,3000000,1.1420267914917177,755600.9999999999,USD,,-0.0004,USD,-33.33333333333336,0,Commercial services,
TESI,Titan Environmental Solutions Inc.,0.12429,USD,10.77540106951872,262,0.03412302522759537,3453570,USD,,-0.6278,USD,41.92414431082331,0,Commercial services,
GTVH,GOLDEN TRIANGLE VENTURES INC.,0.0003,USD,0,44677665,1.7440017413448101,212915.66999999998,USD,,,,,0,Commercial services,
JOB,GEE Group Inc.,0.2345,USD,-2.046783625731001,136954,0.4983274951214818,25657405,USD,,-0.2136,USD,-443.96135265700485,0,Commercial services,
CMGO,"CMG Holdings Group, Inc.",0.0016,USD,6.66666666666667,84000,0.13226307314195182,701875.2000000001,USD,,-0.0001,USD,87.5,0,Commercial services,
NNFC,NANOFORCE INC,0.000001,USD,0,3950,1.9413181304369194,978.372,USD,,,,,0,Commercial services,
APPZ,MONSTER ARTS INC,0.000001,USD,0,100000,0.1906105981779914,1663.8319999999999,USD,,,,,0,Commercial services,
STJO,"St. Joseph, Inc.",0.04,USD,2.5641025641025665,17300,1.2574593506276395,533400,USD,,-0.0209,USD,-849.9999999999998,0,Commercial services,
BKKT,"Bakkt Holdings, Inc.",14.32,USD,-4.214046822742469,231234,0.8897400201778142,195773399,USD,,-12.2612,USD,72.2585987664656,0,Commercial services,
INTV,"Integrated Ventures, Inc.",0.3508,USD,7.60736196319018,5997,0.2573510479427365,1951002,USD,,-0.8243,USD,92.8999026675969,0,Commercial services,
EEIQ,EpicQuest Education Group International Limited,0.84785,USD,-6.024163156727999,2533,0.6085577685414314,11118004,USD,,-0.474,USD,18.30403309203724,0,Commercial services,
ASST,Asset Entities Inc.,0.6573,USD,10.452024869769792,1223119,0.6596635158888204,9137385,USD,,-1.9594,USD,-40.650348144426104,0,Commercial services,
III,"Information Services Group, Inc.",3.06,USD,-1.2903225806451624,64215,1.0937342982744496,150161282,USD,,-0.0647,USD,-124.36911487758944,5.88235,Commercial services,Strong buy
CREX,"Creative Realities, Inc.",2.42,USD,-5.098039215686271,51098,0.8991172118181356,25280916,USD,33.56449375866852,0.0721,USD,,0,Commercial services,Strong buy
WLAC,Willow Lane Acquisition Corp.,9.96,USD,0.048216007714573766,1614,0.07274726859697832,125994000.00000001,USD,,,,,0,Commercial services,
MNTR,"Mentor Capital, Inc.",0.0529,USD,-5.4090299508270006,2570,1.2542703757930698,1154828,USD,,,,,0,Commercial services,
WOWI,"Metro One Telecommunications, Inc.",0.0017,USD,0,100,0.2701242571582928,9187.000000000002,USD,,,,,0,Commercial services,
XALL,Xalles Holdings Inc.,0.0005,USD,0,1045455,2.062315175170195,38260,USD,0.8333333333333334,0.0006,USD,-70,0,Commercial services,
PNPL,"Pineapple, Inc.",0.11844,USD,-15.400000000000006,175,0.1006036217303823,8658387,USD,,-0.0262,USD,72.27513227513226,0,Commercial services,
ANL,Adlai Nortye Ltd.,2.23,USD,2.293577981651368,8790,1.0777738268940742,82287599,USD,,,,,0,Commercial services,
EDTK,Skillful Craftsman Education Technology Limited,1.085,USD,-1.0397665085735202,683,0.05135840345296908,17283455,USD,,-0.4675,USD,61.88651557149845,0,Commercial services,
BBOE,Black Box Entertainment Ltd.,0.59768,USD,-20.521276595744684,200,0.23992322456813836,217856,USD,,-0.0014,USD,99.86,0,Commercial services,
PBYA,Probility Media Corp.,0.000001,USD,0,73000,0.14963253937897988,3951.6499999999996,USD,,,,,0,Commercial services,
ASPR,"Adsouth Partners, Inc.",0.0006,USD,0,454,0.10591885775610665,5855.4,USD,,0,USD,100,0,Commercial services,
QSG,QuantaSing Group Limited,2.4952,USD,-0.9841269841269814,67843,0.8386125432792206,127783493,USD,2.4954495449544956,0.9999,USD,1281.0773480662983,0,Commercial services,Neutral
CLNV,Clean Vision Corporation,0.0169,USD,4.968944099378874,1473365,0.5839824482430584,13653911.000000002,USD,,-0.0192,USD,11.52073732718895,0,Commercial services,
NTBLQ,"Notable Labs, Ltd.",0.000001,USD,0,429,0.015519524212628335,10.000000000000002,USD,,,,,0,Commercial services,
MLEC,Moolec Science SA,0.78,USD,6.995884773662558,16085,0.749848491911799,30007147,USD,,-0.1998,USD,-157.80645161290323,0,Commercial services,
ISON,ISONICS CORP,0.0001,USD,0,100,0.0018148392143198073,2800,USD,,,,,0,Commercial services,
AMNC,Amincor Inc,0.036,USD,-52.63157894736842,100,0.03718854592785422,5315628,USD,,-0.0012,USD,-100.06519967400163,0,Commercial services,
IZEA,"IZEA Worldwide, Inc.",2.576,USD,-0.5405405405405325,25332,0.7574747254258778,43706242,USD,,-0.9439,USD,-117.83983383337177,0,Commercial services,Strong buy
ADMQ,ADM Endeavors Inc.,0.042,USD,2.4390243902439046,9000,0.20968023763760266,6578760.143884893,USD,210,0.0002,USD,,0,Commercial services,
GGII,"Green Globe International, Inc.",0.00015,USD,0,2744551,0.5141695044755147,9609245,USD,,-0.0002,USD,-100,0,Commercial services,
RIHT,"Rightscorp, Inc.",0.025,USD,0,25001,0.6776091652460029,5868524,USD,,-0.001,USD,71.42857142857143,0,Commercial services,
LTRE,LEARNING TREE INTERNATIONAL INC,0.3,USD,7.142857142857128,476,0.2579107065452969,3967200,USD,,,,,0,Commercial services,
TBEV,HIGH PERFORMANCE BEVERAGES CO,0.000001,USD,0,600000,0.6377419513245581,3971.4539999999997,USD,,,,,0,Commercial services,
OPMZ,1PM INDS INC,0.000001,USD,0,2282500,5.621392272943777,2629.252,USD,,,,,0,Commercial services,
PBSV,"Pharma-Bio Serv, Inc.",0.5815,USD,-1.3570822731128087,24432,3.265000668181211,13350160.000000002,USD,,-0.0339,USD,-159.47368421052633,0,Commercial services,
SER,"Serina Therapeutics, Inc.",4.73,USD,-3.2719836400817846,6511,0.562010150882159,42059044,USD,,-5.9419,USD,54.36679210506106,0,Commercial services,
NNAX,New Momentum Corporation,0.0005,USD,0,7222,0.008533364842111483,412931,USD,,,,,0,Commercial services,
QMCI,"QuoteMedia, Inc.",0.187,USD,3.9466370205669787,9701,1.175237749106548,16919386,USD,,-0.0074,USD,-276.1904761904762,0,Commercial services,Strong buy
NXTP,"NextPlay Technologies, Inc.",0.0001,USD,0,303,0.13077255071212776,597,USD,,,,,0,Commercial services,
UBQU,Ubiquitech Software Corp.,0.00005,USD,4900.000000000001,5119996,0.5703713402169559,1454121,USD,,0,USD,,0,Commercial services,
NBDR,"No Borders, Inc.",0.0001,USD,0,3000,0.16453231688924233,20969,USD,,,,,0,Commercial services,
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0013,USD,-13.33333333333334,695266,0.2502699811908574,1072783.9999999998,USD,,-0.0012,USD,-33.33333333333333,0,Commercial services,
NSAV,"Net Savings Link, Inc.",0.0005,USD,11.111111111111116,9623950,0.6635618466779435,2960872.9999999995,USD,0.00030428432327166507,1.6432,USD,,0,Commercial services,
NGMC,Next Generation Management Corp.,0.0015,USD,-25,52000,0.44344234055689535,1002185.0000000001,USD,0.2830188679245283,0.0053,USD,1666.6666666666667,0,Commercial services,
JKSM,Jacksam Corporation,0.00279,USD,16.250000000000007,616000,0.7744956568521554,261475.99999999997,USD,,-0.0176,USD,43.589743589743584,0,Commercial services,
FORR,"Forrester Research, Inc.",11.93,USD,-2.2131147540983576,99980,0.9596980569905911,226622289,USD,,-0.2983,USD,-290.6070287539936,0,Commercial services,Neutral
NAFS,"North America Frac Sand, Inc.",0.0001,USD,0,500000,0.027224481926820768,7007,USD,,-0.0007,USD,41.666666666666664,0,Commercial services,
KUKE,Kuke Music Holding Limited,0.3147,USD,-13.757193751712805,513975,3.579681741063593,12446928,USD,,-0.2815,USD,-34.88260661236223,0,Commercial services,
DGLY,"Digital Ally, Inc.",0.0825,USD,-2.9411764705882377,64308266,1.1051704558981301,1439645.0000000002,USD,,-6.6934,USD,39.17302798982188,0,Commercial services,
ALIF,ARTIFICIAL LIFE INC,0.0001,USD,0,160,0.0033399227225380072,7942.6,USD,,,,,0,Commercial services,
DCLT,"Data Call Technologies, Inc.",0.002,USD,0,239400,11.61104455750474,314997,USD,,-0.0004,USD,,0,Commercial services,
STFS,Star Fashion Culture Holdings Limited,0.8848,USD,-0.5730981009102138,207372,1.261941839385569,9600080,USD,6.934169278996866,0.1276,USD,38.394793926247274,0,Commercial services,
DLPN,"Dolphin Entertainment, Inc.",1.02,USD,-3.7735849056603805,47891,1.4279069628763867,11385267,USD,,-2.962,USD,-7.008670520231229,0,Commercial services,Strong buy
SUGP,SU Group Holdings Limited,0.887,USD,-2.5274725274725296,6204,0.34732369291748544,12282733,USD,8.145087235996327,0.1089,USD,,0,Commercial services,
BWVI,"Blue Water Ventures International, Inc.",0.0001,USD,0,500,0.00569211573665085,6101.700000000001,USD,,,,,0,Commercial services,
MOBQ,"Mobiquity Technologies, Inc.",3.5584,USD,0.9475177304964503,3847,0.07026188854166857,61024263,USD,,-0.7962,USD,88.42278219650154,0,Commercial services,
RGP,"Resources Connection, Inc.",7.51,USD,-2.086049543676664,275654,1.1891145722118333,248514216.99999997,USD,,-1.8642,USD,-336.3037140321967,7.45672,Commercial services,Neutral
GNOLF,Genoil Inc.,0.01,USD,0,40456,0.4404726130904942,19598673.999999996,USD,,-0.0008,USD,86.88524590163934,0,Commercial services,
FONR,Fonar Corporation,14.7505,USD,0.27532290958531447,6903,0.28368998352025443,93075305,USD,13.046612418185035,1.1306,USD,-38.5843880710522,0,Commercial services,
NCPL,Netcapital Inc.,2.29,USD,-2.136752136752129,51050,0.47509055104920095,4216657,USD,,-29.0192,USD,-191.01007661741784,0,Commercial services,
SSET,"Starstream Entertainment, Inc.",0.0054,USD,0,11500,0.17323242670008795,96790.00000000001,USD,1.6363636363636365,0.0033,USD,9.999999999999998,0,Commercial services,
CNET,ZW Data Action Technologies Inc.,1.6176,USD,-0.14814814814815924,10671,2.7421302839516786,3520242,USD,,-1.4734,USD,-23.26612565883042,0,Commercial services,
CPOP,"Pop Culture Group Co., Ltd",0.69,USD,-3.4965034965034993,69555,0.9910632610547974,10307939,USD,,-4.3174,USD,-326.74705940496193,0,Commercial services,
ICLK,iClick Interactive Asia Group Limited,7.7,USD,-0.6451612903225784,92619,1.4979645770088603,68007256,USD,,-1.1714,USD,93.54159315455189,0,Commercial services,
ADXS,"Ayala Pharmaceuticals, Inc.",0.1051,USD,250.33333333333334,255,0.1633463583370688,4480770,USD,,,,,0,Commercial services,
DRCT,"Direct Digital Holdings, Inc.",1.06,USD,-5.357142857142862,248200,1.2726501734895996,6837587.000000001,USD,,-1.1753,USD,-596.5356991972961,0,Commercial services,Buy
STWC,STWC HOLDINGS INC,0.000001,USD,0,6000,0.012890144388952373,88.6176,USD,,,,,0,Commercial services,
STEV,Stevia Corp.,0.00285,USD,1.7857142857142905,1500,0.0025730788706996993,1621903.9999999998,USD,,,,,0,Commercial services,
DEVS,DevvStream Corp.,0.43,USD,-0.3707136237256697,93812,0.5299924352974787,12500086,USD,,-0.4509,USD,-397.8203434610304,0,Commercial services,
LTNC,Labor Smart Inc,0.00145,USD,3.571428571428566,4747396,0.5254191628036122,11439087,USD,,,,,0,Commercial services,
GWAV,"Greenwave Technology Solutions, Inc.",0.2922,USD,-2.274247491638787,6008706,0.7324209011631362,17763592,USD,,-286.0432,USD,7.642345723856792,0,Commercial services,
WRIT,"WRIT Media Group, Inc.",0.0017,USD,0,100,0.00013267561607922327,129851,USD,,-0.0023,USD,-102.4945770065076,0,Commercial services,
SHPWQ,SHAPEWAYS HOLDINGS INC,0.000001,USD,0,6000,1.1408796181856211,6.61647,USD,,,,,0,Commercial services,
LDWY,"Lendway, Inc.",4.12,USD,1.228501228501224,235,0.05238986980560014,7290748,USD,,-1.8344,USD,-235.72474377745243,0,Commercial services,
STCB,"Starco Brands, Inc.",0.0496,USD,-0.800000000000009,16000,0.4512457202163723,32112613.000000007,USD,,-0.1192,USD,-893.3333333333334,0,Commercial services,
SCNX,"Scienture Holdings, Inc.",2.7962,USD,2.424908424908418,1365,0.09916742949304738,25139467.000000004,USD,,-23.7315,USD,-138.014763404409,0,Commercial services,
LVO,"LiveOne, Inc.",0.8422,USD,-6.004464285714294,597518,0.9826829346912972,80929024,USD,,-0.1329,USD,26.776859504132233,0,Commercial services,Strong buy
CMTX,COMTEX NEWS NETWORKS INC,5.75,USD,2.678571428571435,10,0.8333333333333334,90815500,USD,,,,,0,Commercial services,
HLEO,Helio Corporation,4.5,USD,-10,910,2.2238514173998047,50375848.5,USD,,-0.1658,USD,-411.7283950617285,0,Commercial services,
ELVG,"Elvictor Group, Inc",0.02,USD,26.18296529968455,50000,0.3877150170555836,8288975,USD,40,0.0005,USD,,0,Commercial services,
NIXX,"Nixxy, Inc.",1.96,USD,-22.5296442687747,363082,1.8591902110907654,29281742.000000004,USD,,-4.0145,USD,64.93335196799497,0,Commercial services,
UBXG,U-BX Technology Ltd.,3.5,USD,15.894039735099339,187734,12.743798960044531,11484375,USD,,-0.0273,USD,-479.1666666666667,0,Commercial services,
GPOX,GPO PLUS INC.,0.0333,USD,-18.780487804878042,20054,0.2419645776599634,1927171.0000000002,USD,,-0.0822,USD,30.04255319148936,0,Commercial services,
VSME,VS Media Holdings Limited,1.2,USD,-4.0000000000000036,13671,0.4041075846657267,3903772,USD,,,,,0,Commercial services,
FUST,Fuse Group Holding Inc.,0.3382,USD,-0.02955956251847147,6379,4.689406748511359,4497094,USD,,-0.0021,USD,93.39622641509435,0,Commercial services,
PYCT,PAYCHEST INC,0.000001,USD,0,3000000,0.7952594478280378,27685.000000000004,USD,,,,,,Commercial services,
MRPT,"MacReport.Net, Inc. (The)",0.078,USD,-8.235294117647065,13400,1.160253524053614,1400929,USD,,-0.0002,USD,66.66666666666666,0,Commercial services,
VCIG,VCI Global Limited,0.9342,USD,-7.504950495049504,752600,0.5794989205427362,33580132,USD,,,,,0,Commercial services,
GLXG,Galaxy Payroll Group Limited,0.779,USD,2.4865149322457607,69221,0.6685797184317483,14031737.5,USD,144.25925925925927,0.0054,USD,-34.93975903614457,0,Commercial services,
ICNM,"Icon Media Holdings, Inc.",0.0003,USD,0,11571588,1.0528714510920387,33290,USD,,0,USD,100,0,Commercial services,
MIMI,Mint Incorporation Limited,5.2133,USD,0.6428571428571536,110256,1.5782534945139888,83477966.25,USD,,,,,0,Commercial services,
WAFU,Wah Fu Education Group Limited,1.8301,USD,-0.5380434782608706,175877,12.44503725508233,8071764.999999999,USD,,,,,0,Commercial services,
FCUV,Focus Universal Inc.,4.24,USD,-8.42332613390928,12706,0.218671210126408,31384272.000000004,USD,,-0.444,USD,37.85864240727782,0,Commercial services,
TC,TuanChe Limited,0.838,USD,3.892883709397469,334257,3.919294131441637,1471602,USD,,,,,0,Commercial services,
WCCP,"Wealthcraft Capital, Inc.",0.0125,USD,-63.23529411764706,10000,1.051159955010354,136250,USD,,-0.0045,USD,-87.5,0,Commercial services,
LGCL,Lucas GC Limited,0.5161,USD,-7.092709270927092,261988,2.161708124681814,41062615,USD,,,,,0,Commercial services,
LOCM,LOCAL CORP,0.0002,USD,0,500,0.032673332026400055,4862.8,USD,,,,,0,Commercial services,
SBET,"SharpLink Gaming, Inc.",0.4459,USD,-6.126315789473677,300288,0.05260117051828132,2790913,USD,,,,,0,Commercial services,
ALMU,"Aeluma, Inc.",6.5,USD,0,24805,2.052221826936601,79564881.5,USD,,-0.4572,USD,,0,Commercial services,
APHP,American Picture House Corporation,0.279,USD,0,788,0.1632145816072908,31080415,USD,,-0.0239,USD,,0,Commercial services,
PAYS,"Paysign, Inc.",2.94,USD,-6.070287539936101,520030,1.705932003504832,157432223,USD,19.824679703304113,0.1483,USD,414.93055555555554,0,Commercial services,Strong buy
JZ,Jianzhi Education Technology Group Company Limited,0.935878,USD,-0.36431385073991657,4679,0.43644945245601924,18890697,USD,,-1.75,USD,14.83770499781011,0,Commercial services,
QPRC,Quest Patent Research Corporation,0.129,USD,7.500000000000007,568,0.07559222784136276,687824,USD,0.18336886993603413,0.7035,USD,,0,Commercial services,
CBDG,"THC Farmaceuticals, Inc",0.0125,USD,-56.896551724137936,1702,0.11686189423380618,226645,USD,,,,,0,Commercial services,
DFCO,Dalrada Financial Corp.,0.02,USD,90.47619047619047,13018,0.719819077583204,2403140,USD,,-0.2482,USD,-2.4772914946325373,0,Commercial services,
CMGR,CLUBHOUSE MEDIA GROUP INC.,0.000001,USD,0,642012,6.517272988438655,16372.000000000002,USD,,,,,0,Commercial services,
DSS,"DSS, Inc.",0.94,USD,2.1739130434782505,9541,0.8556183301945995,6642766,USD,,-6.2745,USD,43.27468990706252,0,Commercial services,
EFSH,1847 Holdings LLC,0.15,USD,-6.250000000000005,1848288,0.4509267809503362,3980965.9999999995,USD,,-5818.785,USD,87.43786145184097,0,Commercial services,
MCHX,"Marchex, Inc.",1.97,USD,0.5102040816326535,73542,1.1297138617374753,86054224.00000001,USD,,-0.0972,USD,66.45962732919254,0,Commercial services,Strong buy
CRVO,CervoMed Inc.,2.28,USD,-1.935483870967758,36504,0.4146155855661438,18818530,USD,,-1.6362,USD,80.1884050951712,0,Commercial services,Neutral
RCMT,"RCM Technologies, Inc.",18.97,USD,-1.9638242894056979,36961,1.0508523728832835,144115612,USD,9.706303724928366,1.9544,USD,7.793282223815563,0,Commercial services,Strong buy
SNRG,Susglobal Energy Corp.,0.0289,USD,-2.0338983050847452,188000,3.2673945309377075,3795495,USD,,,,,0,Commercial services,
NWPN,Now Corporation (The),0.0001,USD,100,530000,0.06369565150508258,30540,USD,,-0.0003,USD,57.14285714285715,0,Commercial services,
USNU,"U.S. Neurosurgical Holdings, Inc.",0.9,USD,-6.735751295336782,2000,0.27968116347364,15646431,USD,,-0.0912,USD,-344.8780487804878,0,Commercial services,
HSON,"Hudson Global, Inc.",11.15,USD,-2.1929824561403506,9154,3.1820077864293657,30452711,USD,,-1.1517,USD,-336.4887063655031,0,Commercial services,
STTO,SITO MOBILE LTD,0.0021,USD,90.90909090909088,1200,0.006598743599218709,53848.2,USD,,,,,0,Commercial services,
COWI,"CarbonMeta Technologies, Inc.",0.000001,USD,0,2900000,3.321626699097961,21244,USD,,,,,0,Commercial services,
ROMA,Roma Green Finance Limited,0.73,USD,4.28571428571429,27833,0.4078621126240453,8734137,USD,,-0.2401,USD,-845.2755905511812,0,Commercial services,
LFLY,"Leafly Holdings, Inc.",0.2205,USD,-6.170212765957441,4338,0.2991002171889544,677862,USD,,-2.3068,USD,70.99678133172401,0,Commercial services,Strong buy
HSTA,Hestia Insight Inc.,0.205,USD,2.4999999999999885,300,0.09755780299827649,5727548,USD,8.991228070175438,0.0228,USD,,0,Commercial services,
SLNCF,"Silence Therapeutics, Plc.",1.47,USD,-2.0000000000000018,1000,0.9087604507451835,208217397.35999998,USD,,-0.58542616,USD,-22.50524118622129,,Commercial services,Buy
TSPG,"TGI Solar Power Group, Inc.",0.0014,USD,0,954732,2.9156983118406914,2387050,USD,,-0.0028,USD,,0,Commercial services,
HHS,"Harte Hanks, Inc.",5.05,USD,-2.697495183044327,7244,0.6953016269136632,36809365,USD,,-4.1137,USD,-235.14570123854264,0,Commercial services,
BHIL,"Benson Hill, Inc.",0.96,USD,-6.796116504854374,64520,0.45081586351989933,5869459,USD,,-18.6442,USD,23.84154112610698,0,Commercial services,
PHBI,Pharmagreen Biotech Inc.,0.0015,USD,-6.250000000000003,3514617,2.6267635613318596,995469.0000000002,USD,,-0.0003,USD,78.57142857142858,0,Commercial services,
AFFU,Affluence Corp.,0.0003,USD,0,14057600,0.14388737557135356,186550,USD,,-0.0019,USD,-290,0,Commercial services,
ISPC,iSpecimen Inc.,1.74,USD,-3.8674033149171305,229380,2.210467582603432,1674988,USD,,-18.9346,USD,16.310420423605958,0,Commercial services,
ABQQ,AB INTL Group Corp.,0.0003,USD,49.99999999999998,1222409,0.020315621159911153,684380,USD,1.4999999999999998,0.0002,USD,,0,Commercial services,
CNTGF,Centogene N.V.,0.1739,USD,0,5094,0.5745285572498421,5043123.267919719,USD,,,,,0,Commercial services,
LVWD,"LiveWorld, Inc.",0.15,USD,0,109000,1.8469160737614223,6844169,USD,,-0.0114,USD,-184.44444444444443,0,Commercial services,
AGRI,AgriFORCE Growing Systems Ltd.,1.66,USD,0.6060606060606066,799320,11.331346770512273,2840373,USD,,-1.1025,USD,-157.29288214702453,0,Commercial services,
FUNI,"Hypha Labs, Inc.",0.03475,USD,10.317460317460327,53175,0.48635240725005785,4397502,USD,,-0.0185,USD,-349.99999999999994,0,Commercial services,
VCBD,"Vitalibis, Inc.",0.0012,USD,-25.00000000000001,1716915,1.0987590767304585,321439,USD,,,,,0,Commercial services,
DMSLQ,"Digital Media Solutions, Inc.",0.000001,USD,0,267,0.3420445810914821,4.4421,USD,,,,,0,Commercial services,
CMFV,COMF5 INTERNATIONAL INC,0.000001,USD,0,32574,1.3014763169986217,745.5659999999999,USD,,,,,0,Commercial services,
BLNE,"Eastside Distilling, Inc.",0.688,USD,-4.391328515842145,91739,0.0643912503872712,3226378,USD,,-3.5892,USD,80.45098039215686,0,Commercial services,
CRMZ,"CreditRiskMonitor.com, Inc.",2.88,USD,2.4911032028469693,2300,0.5960865621355449,30879361.999999996,USD,22.153846153846153,0.13,USD,-13.275517011340895,0,Commercial services,
RSSS,"Research Solutions, Inc",3.21,USD,-1.2307692307692317,63154,0.42026822261425545,104796318,USD,,-0.13,USD,-622.2222222222223,0,Commercial services,Strong buy
INNI,Innovaro Inc.,0.0101,USD,0,75000,1.1483939328051742,163125.47717842323,USD,,-0.0003,USD,50,0,Commercial services,
INTK,"Industrial Nanotech, Inc.",0.000001,USD,-99,9175501,11.430271861178923,2232,USD,,,,,0,Commercial services,
IPDN,"Professional Diversity Network, Inc.",0.477,USD,6.023560791286943,1553732,5.934725853550468,8697021,USD,,-0.1944,USD,58.75238701464036,0,Commercial services,
APHD,APOGEE 21 HLDGS INC.,0.0001,USD,-50,100,0.07175660160734788,42.5006,USD,,,,,0,Commercial services,
HAO,Haoxi Health Technology Limited,1.85,USD,-0.5376344086021511,100224,1.1903738208975798,67044000,USD,48.94179894179894,0.0378,USD,,0,Commercial services,
GAIA,"Gaia, Inc.",4.7,USD,-3.0927835051546286,53072,0.6347657184411211,117509186,USD,,-0.2692,USD,-28.619206880076437,0,Commercial services,Strong buy
HUBC,Hub Cyber Security Ltd.,0.705,USD,-5.5719260648272275,1248963,0.46811369180535395,21474113,USD,,-2.7966,USD,-821.4497528830315,0,Commercial services,
TREP,"Trucept, Inc.",0.05,USD,-18.032786885245898,145517,0.4284922603609397,2638106,USD,1.7123287671232879,0.0292,USD,-56.35276532137519,0,Commercial services,
