Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
MMS,"Maximus, Inc.",66,USD,-1.1384062312762209,680601,0.8246680310140639,3735626335,USD,14.217396923872302,4.6422,USD,53.62875202700466,1.81818,Commercial services,Buy
ASTS,"AST SpaceMobile, Inc.",28.64,USD,-9.453050901043309,9849631,0.633285733108645,8298009493,USD,,-2.1357,USD,-154.97851002865326,0,Communications,Strong buy
IRDM,Iridium Communications Inc,31.08,USD,-3.237858032378578,1362817,0.8081209329470198,3382720995.0000005,USD,32.77098270771826,0.9484,USD,635.1937984496124,1.76963,Communications,Buy
TDS,"Telephone and Data Systems, Inc.",37.96,USD,-4.238143289606457,1541822,1.8537296187933616,4023759903.0000005,USD,,-0.8448,USD,83.22278269849465,0.816649,Communications,Buy
FYBR,"Frontier Communications Parent, Inc.",35.78,USD,0,2172263,0.9655102555043311,8934301619,USD,,-1.2933,USD,-1209.1766723842195,0,Communications,Neutral
SATS,EchoStar Corporation,29.57,USD,-1.9887305270135942,1461247,0.9478238212274442,8038333995,USD,,-8.4779,USD,-860.2815890951484,0,Communications,Neutral
LBTYA,Liberty Global Ltd.,11.37,USD,0.35304501323918047,2940930,0.9627751053758045,4054835435.9999995,USD,,-11.0358,USD,3.0569757023138204,0,Communications,Neutral
GSAT,"Globalstar, Inc.",20.67,USD,-7.1428571428571415,864190,0.7122377744561974,2610209319,USD,,-0.2877,USD,-261.88679245283015,0,Communications,Buy
LUMN,"Lumen Technologies, Inc.",4.66,USD,-0.6396588486140777,13131718,1.2877963523846196,4724304944.000001,USD,,-0.0557,USD,99.46800382043935,0,Communications,Neutral
TIGO,Millicom International Cellular S.A.,26.91,USD,0.9756097560975668,554544,1.547368747082346,4576281811.936999,USD,29.448456992777416,0.9138,USD,312.5507900677201,3.71609,Communications,Buy
CCOI,"Cogent Communications Holdings, Inc.",79.93,USD,-1.8661755678330214,300536,1.1787130701071813,3918512589,USD,102.7509962720144,0.7779,USD,-96.55705054439233,4.90429,Communications,Buy
USM,United States Cellular Corporation,65.42,USD,-2.4310216256524915,306739,2.7888913134398923,5566469364,USD,,-0.464,USD,-172.97892418999686,0,Communications,Buy
HAYW,"Hayward Holdings, Inc.",14.25,USD,-1.315789473684207,1386836,0.7980828094732065,3069799988,USD,33.1858407079646,0.4294,USD,44.23916694659052,0,Consumer durables,Neutral
HAS,"Hasbro, Inc.",67.56,USD,-2.172024326672459,3172782,1.7540497394894077,9424715532.000002,USD,24.567272727272726,2.75,USD,,3.10835,Consumer durables,Strong buy
CVCO,"Cavco Industries, Inc.",520.73,USD,-1.7824135199366125,37228,0.7799804732512874,4172686562,USD,25.638336632103435,20.3106,USD,3.067578059585619,0,Consumer durables,Buy
GRBK,"Green Brick Partners, Inc.",57.76,USD,-2.793672164254466,327967,1.3746510633660545,2570218570,USD,7.496917385943279,7.7045,USD,34.18032358626936,0,Consumer durables,Neutral
PATK,"Patrick Industries, Inc.",90.18,USD,-3.032258064516122,323755,0.9689451515182351,3034079319,USD,21.859168585625987,4.1255,USD,-4.7668513388735025,1.66335,Consumer durables,Buy
PII,Polaris Inc.,46.53,USD,1.460968163977326,2525572,2.063069896089755,2610327536,USD,23.844419391206312,1.9514,USD,-77.58969176351694,5.67376,Consumer durables,Neutral
NIO,NIO Inc.,4.44,USD,1.601830663615567,101148017,2.00902283249656,8737654061.185,USD,,-1.4915,USD,17.85084820445032,0,Consumer durables,Buy
TPH,"Tri Pointe Homes, Inc.",30.79,USD,-1.5350175887432058,1299944,1.3600510480534058,2881638187,USD,6.376721549135342,4.8285,USD,39.43112907883338,0,Consumer durables,Buy
GT,The Goodyear Tire & Rubber Company,9.98,USD,-5.402843601895737,5590924,0.6778135844247936,2844042816,USD,41.35930377123913,0.2413,USD,,0,Consumer durables,Buy
THO,"Thor Industries, Inc.",98.99,USD,-1.531881030538154,561316,1.1139631388534426,5268224773,USD,25.29643258714096,3.9132,USD,-27.75941959423287,1.98,Consumer durables,Neutral
WHR,Whirlpool Corporation,104.8,USD,-1.197322522862257,1034209,1.0284148081295175,5804119319.000001,USD,,-5.8551,USD,-167.53832489359002,6.67939,Consumer durables,Neutral
LCID,"Lucid Group, Inc.",3.06,USD,-7.552870090634441,90844811,1.1627772277327522,9215760589,USD,,-1.3334,USD,3.18739562912946,0,Consumer durables,Neutral
SPB,"Spectrum Brands Holdings, Inc.",79.22,USD,0.1263902932254731,340790,0.5205157656144038,2084588851.9999998,USD,19.48160535117057,4.0664,USD,-91.1166065541897,2.18379,Consumer durables,Buy
HOG,"Harley-Davidson, Inc.",26.42,USD,-1.930215293244245,1760293,0.7764578867513826,3363971782,USD,7.9420429267119586,3.3266,USD,-31.01059748232025,2.61166,Consumer durables,Buy
DORM,"Dorman Products, Inc.",123.59,USD,-2.292671357419552,154887,1.2133230765374228,3771655818,USD,20.703229697132137,5.9696,USD,94.44317774665319,0,Consumer durables,Buy
MTH,Meritage Homes Corporation,73.78,USD,-0.552635126027762,810352,1.0555427613925654,5294889115.000001,USD,6.885610026971284,10.7151,USD,7.560806673425749,2.03307,Consumer durables,Buy
MSA,MSA Safety Incorporated,158.38,USD,-0.3962014967612072,166180,1.1922903626663452,6216684048,USD,21.9883657971095,7.2029,USD,393.8228438228438,1.26279,Consumer durables,Buy
VFS,VinFast Auto Ltd.,3.79,USD,-1.044386422976502,584753,1.0030512499523994,8863656995.999998,USD,,,,,0,Consumer durables,Strong buy
SKY,"Champion Homes, Inc.",100.06,USD,-3.323671497584539,369206,0.6484238656147571,5731031556,USD,35.30574079954836,2.8341,USD,-18.88434128051748,0,Consumer durables,Buy
ZK,ZEEKR Intelligent Technology Holding Limited,24.47,USD,-0.12244897959184137,648733,0.908344357434015,6058394992,USD,,-4.7534,USD,-4.45196448976005,0,Consumer durables,Strong buy
OSK,Oshkosh Corporation (Holding Company),103.17,USD,-6.464188576609244,802826,1.18133109984426,6656993125.999999,USD,9.968115942028986,10.35,USD,13.994316805075224,1.78346,Consumer durables,Buy
TMHC,Taylor Morrison Home Corporation,60.79,USD,-1.9199741852210355,951109,0.7551151601252157,6184633571.000001,USD,7.3384195658997085,8.2838,USD,18.694387528477876,0,Consumer durables,Buy
MAT,"Mattel, Inc.",21.15,USD,-2.9816513761467984,4653257,1.080339277912598,7125434742,USD,13.26101949965515,1.5949,USD,164.8895532303604,0,Consumer durables,Buy
MHO,"M/I Homes, Inc.",116.81,USD,-2.0871751886001633,245486,0.7918701426641063,3167238891,USD,5.926343079506654,19.7103,USD,21.32625864074802,0,Consumer durables,Strong buy
FTDR,"Frontdoor, Inc.",57.1,USD,-2.2595001711742557,602244,1.304913065597967,4329569310,USD,18.986499966748685,3.0074,USD,42.166966058428656,0,Consumer durables,Buy
PSNY,Polestar Automotive Holding UK Limited,1.1,USD,-5.98290598290597,6373006,1.3602351290028025,2348696993,USD,,-0.7437,USD,-114.69399538106238,0,Consumer durables,Sell
KBH,KB Home,61.26,USD,-2.4988063027216305,825333,0.6358521202543739,4420326807.000001,USD,7.236173781568192,8.4658,USD,20.276759582871595,1.55077,Consumer durables,Neutral
CCS,"Century Communities, Inc.",71.16,USD,-2.8797597925481093,364532,0.8312508280424131,2203201056,USD,6.843557957703811,10.3981,USD,29.257256510659463,1.4615,Consumer durables,Neutral
GOLF,Acushnet Holdings Corp.,65.82,USD,-0.8286876600874059,526873,0.4934383108691421,4002050019,USD,22.370254562757026,2.9423,USD,-10.742021599320479,1.30659,Consumer durables,Neutral
LANC,Lancaster Colony Corporation,194.81,USD,1.6700589739575118,143813,0.9872411643724651,5371301351.000001,USD,34.213206884439764,5.694,USD,21.402072406293975,1.87362,Consumer non-durables,Neutral
COCO,"The Vita Coco Company, Inc.",37.58,USD,0.2133333333333288,718516,1.135119678603194,2131986311.9999998,USD,37.46386202771408,1.0031,USD,59.67844635466414,0,Consumer non-durables,Buy
BIRK,Birkenstock Holding plc,51.8,USD,-4.1095890410959015,2092537,1.1371226062769688,9729552850,USD,41.016707577797135,1.2629,USD,134.08711770157552,0,Consumer non-durables,Strong buy
ELF,"e.l.f. Beauty, Inc.",74.92,USD,5.357896217128396,2960627,0.4791564553912823,4225383695.0000005,USD,44.55280685061846,1.6816,USD,-25.460992907801412,0,Consumer non-durables,Buy
LKNCY,Luckin Coffee Inc.,28.71,USD,-10.281249999999996,7509693,3.0110536247671247,8031833593,USD,22.445469470721605,1.2791,USD,0.835632636972798,0,Consumer non-durables,Strong buy
ZGN,Ermenegildo Zegna N.V.,8.74,USD,-1.4656144306651524,781037,1.6422603159971287,3560657017,USD,20.511616991316593,0.4261,USD,19.05560212349818,1.47483,Consumer non-durables,Neutral
SKX,"Skechers U.S.A., Inc.",62.92,USD,-4.143814747105422,2822956,0.675462733879327,9499179231,USD,15.163272683455839,4.1495,USD,18.879816645179766,0,Consumer non-durables,Strong buy
COTY,Coty Inc.,5.71,USD,1.0619469026548602,6924318,0.6666404284525781,4979081697,USD,,-0.0006,USD,-100.1733102253033,0,Consumer non-durables,Buy
SMPL,The Simply Good Foods Company,37.31,USD,0.5389382915656233,757368,0.9653290249000153,3769520767,USD,26.651903707407676,1.3999,USD,6.044996591167326,0,Consumer non-durables,Buy
IPAR,"Interparfums, Inc.",134.27,USD,-0.2229323028906762,169507,1.2792015696928534,4300705976.000001,USD,28.76762223079231,4.6674,USD,-5.571740713765483,2.2343,Consumer non-durables,Buy
SHOO,"Steven Madden, Ltd.",38.23,USD,-1.2144702842377415,721627,0.9397190688899254,2759862844.0000005,USD,16.23423499936303,2.3549,USD,5.596161607102821,2.19723,Consumer non-durables,Neutral
HBI,Hanesbrands Inc.,6.14,USD,-0.32467532467533217,6819855,0.5959057625076485,2168088705,USD,,-0.7339,USD,-1333.3984374999998,0,Consumer non-durables,Neutral
REYN,Reynolds Consumer Products Inc.,24.51,USD,1.6169154228855744,728113,0.9599257596837589,5151295500.999999,USD,14.611899368069633,1.6774,USD,18.201677119300964,3.75357,Consumer non-durables,Buy
CELH,"Celsius Holdings, Inc.",32.62,USD,27.77124951037993,62379366,5.012145537151664,7666725595,USD,73.78421171680615,0.4421,USD,-43.62407549094619,0,Consumer non-durables,Buy
LEVI,Levi Strauss & Co,18.39,USD,-1.4997321906802417,1586206,0.8289536712704725,7280244245,USD,35.035244808534955,0.5249,USD,-15.638058502089352,2.71887,Consumer non-durables,Buy
PVH,PVH Corp.,78.7,USD,0.05085176709891464,839285,0.9375839238069024,4378332496,USD,6.406447148846107,12.2845,USD,44.87463735641672,0.190597,Consumer non-durables,Buy
UA,"Under Armour, Inc.",6.6,USD,-0.7518796992481309,3182406,0.6669546794419489,2946464768,USD,,-0.3072,USD,-134.49359982034582,0,Consumer non-durables,Neutral
NOMD,Nomad Foods Limited,18.85,USD,2.7247956403269753,923667,1.9140489414746764,3072135015,USD,14.098728496634257,1.337,USD,4.903883876029816,3.18302,Consumer non-durables,Strong buy
BRBR,"BellRing Brands, Inc.",72.97,USD,-1.6046386192017232,1992299,2.2277050478124356,9360821035.000002,USD,34.39547489983502,2.1215,USD,71.39279366618194,0,Consumer non-durables,Buy
UTZ,Utz Brands Inc,14.1,USD,1.8050541516245486,1147126,1.1756773238086942,2022085531,USD,76.38136511375949,0.1846,USD,,1.68794,Consumer non-durables,Strong buy
KTB,"Kontoor Brands, Inc.",87.93,USD,-1.7871104657656587,806326,1.0672137698034698,4848589638,USD,19.843383282180902,4.4312,USD,17.85733283685302,2.29728,Consumer non-durables,Buy
CROX,"Crocs, Inc.",107.6,USD,-1.1756061719324038,1497240,0.5188521046944327,6031642728,USD,6.733627460183359,15.9795,USD,24.717075378923873,0,Consumer non-durables,Buy
FRPT,"Freshpet, Inc.",100.28,USD,-5.743020960616599,3563932,2.412302435666477,4885503184,USD,107.50428816466552,0.9328,USD,,0,Consumer non-durables,Buy
POST,"Post Holdings, Inc.",115.66,USD,0.7754639714211036,550397,0.7910609055540856,6532690499,USD,19.44944254796778,5.9467,USD,33.696800737426656,0,Consumer non-durables,Buy
SAM,"Boston Beer Company, Inc. (The)",227.32,USD,0.9638019098378803,215945,1.0788166363921579,2610713661,USD,33.31623455614017,6.8231,USD,0.6861848124428177,0,Consumer non-durables,Neutral
INGR,Ingredion Incorporated,128.08,USD,1.3611902500791493,695239,1.29019573056761,8220933820,USD,13.19772893546426,9.7047,USD,1.0948372848868724,2.46721,Consumer non-durables,Buy
TR,"Tootsie Roll Industries, Inc.",32.36,USD,3.3535611625678725,170476,1.5183546378236672,2170772519,USD,,,,,1.10438,Consumer non-durables,
CENT,Central Garden & Pet Company,37.21,USD,0.16150740242261716,109016,1.0316001839574707,2163073587,USD,20.5081569664903,1.8144,USD,-27.919911012235815,0,Consumer non-durables,Buy
JJSF,J & J Snack Foods Corp.,129.29,USD,4.2997741206840905,140384,1.2745265375047663,2519894737,USD,29.841203896043943,4.3326,USD,5.3904159571880434,2.34357,Consumer non-durables,Buy
LW,"Lamb Weston Holdings, Inc.",55.8,USD,-1.777856011265631,2041783,1.041001939824203,7959351023.000001,USD,22.05533596837945,2.53,USD,-67.08472106577852,2.59857,Consumer non-durables,Buy
DAR,Darling Ingredients Inc.,39.22,USD,-0.8594539939332745,1734749,0.6664032680381322,6237872492,USD,22.7454619265789,1.7243,USD,-56.75411316211878,0,Consumer non-durables,Strong buy
SFD,"Smithfield Foods, Inc.",21.1,USD,-0.9389671361502313,331625,0.6430822961116428,8294678794,USD,,,,,0,Consumer non-durables,
SXT,Sensient Technologies Corporation,69.23,USD,-0.9018036072144223,218707,0.9206250452510402,2934890616.0000005,USD,23.543615031457236,2.9405,USD,33.03022077452046,2.36892,Consumer non-durables,Buy
ASH,Ashland Inc.,64.98,USD,-0.6877579092159603,612134,0.8704146689074465,3065942735.0000005,USD,,-0.5567,USD,-118.03135324221026,2.4623,Consumer non-durables,Buy
BCPC,Balchem Corporation,163.73,USD,1.4813437461261847,194190,1.4865082098978069,5322488387.000001,USD,41.61287043155593,3.9346,USD,17.633341305907674,0.531363,Consumer non-durables,Strong buy
ENR,"Energizer Holdings, Inc.",30.87,USD,-0.29069767441860417,545992,0.9142020523299601,2228565258.0000005,USD,38.93303064699205,0.7929,USD,-38.468104920068285,3.88727,Consumer non-durables,Neutral
FLO,"Flowers Foods, Inc.",19.4,USD,1.7304667016255808,1978492,0.8990701209821099,4090387911,USD,16.58686730506156,1.1696,USD,102.42298373139495,4.89691,Consumer non-durables,Neutral
FIZZ,National Beverage Corp.,40.68,USD,3.7225905150433474,363028,2.397471424080644,3808243865,USD,20.515406727520297,1.9829,USD,13.127567320858066,0,Consumer non-durables,Sell
VFC,V.F. Corporation,25.51,USD,-3.6631419939576997,3881688,0.8960722012460144,9938016610.999998,USD,,-0.8374,USD,57.5268817204301,1.41121,Consumer non-durables,Neutral
COLM,Columbia Sportswear Company,90.74,USD,0.48726467331118245,1014297,1.2000823483964247,5189827074,USD,23.492556634304208,3.8625,USD,-6.2704748962605255,1.32246,Consumer non-durables,Neutral
SHAK,"Shake Shack, Inc.",108.72,USD,-12.045950974840224,3259690,1.8421463837516279,4618759226,USD,462.04844878878026,0.2353,USD,-48.65808422430722,0,Consumer services,Buy
VAC,Marriott Vacations Worldwide Corporation,84.14,USD,-4.299363057324842,949936,1.9938727311348041,2937424939.9999995,USD,15.999239399125308,5.259,USD,-28.453846677096795,3.64868,Consumer services,Buy
EDU,"New Oriental Education & Technology Group, Inc. Sponsored",52.35,USD,-2.9297237159280516,1891622,0.8072430486837537,8699882406.152979,USD,22.209494718085786,2.3571,USD,28.64159799159526,0,Consumer services,Buy
TNL,Travel Leisure Co.,55.14,USD,-3.4663865546218435,627020,0.9704422320511832,3677632496.9999995,USD,10.216029940341645,5.3974,USD,2.7606427537887535,3.62713,Consumer services,Buy
CHH,"Choice Hotels International, Inc.",150.42,USD,-1.2214342001576133,560250,1.301037114101129,7028836673,USD,24.04142758962392,6.2567,USD,23.54520861718303,0.764526,Consumer services,Sell
MSGS,Madison Square Garden Sports Corp.,203.11,USD,-1.1437749440280318,102957,0.8586275569432769,4876741141.000001,USD,86.11099334379108,2.3587,USD,47.71417835671342,0,Consumer services,Buy
GHC,Graham Holdings Company,932.09,USD,-2.031699985285145,13920,0.8505957836846929,4039294993,USD,18.25240322950181,51.0667,USD,54.607960084529715,0.738126,Consumer services,Strong sell
PARA,Paramount Global,11.49,USD,0.17436791630339646,10479099,1.162283656068176,8119822057.999999,USD,,-8.8875,USD,-399.43804439449275,1.74064,Consumer services,Neutral
MLCO,Melco Resorts & Entertainment Limited,6.01,USD,-1.9575856443719433,4082760,0.9260299036557015,2522452486,USD,,-0.212,USD,74.79191438763377,0,Consumer services,Buy
MANU,Manchester,14.46,USD,-1.0266940451745281,301693,0.9666474849280235,2477932440,USD,,-1.0181,USD,-833.1805682859763,0,Consumer services,Buy
TGNA,TEGNA Inc,17.83,USD,-1.7630853994490374,1502379,1.3790974771361,2872800788.0000005,USD,6.278390084157892,2.8399,USD,0.3569156830871439,2.74117,Consumer services,Buy
LRN,"Stride, Inc.",134.24,USD,-3.3549316054715597,697326,0.9846693558966193,5845701502,USD,22.44665908634874,5.9804,USD,50.94777758146345,0,Consumer services,Strong buy
MTN,"Vail Resorts, Inc.",158.47,USD,-0.11975293079541013,635357,1.3266154525873048,5932855478.000001,USD,26.30949811565089,6.0233,USD,11.805542665156946,5.60358,Consumer services,Neutral
FUN,Six Flags Entertainment Corporation,45.09,USD,-2.8860650441524798,988203,1.1451525729815268,4521568742.999999,USD,,-0.6496,USD,-122.51724496516343,2.66134,Consumer services,Buy
WING,Wingstop Inc.,234.02,USD,-5.289570601805008,1992164,1.7923547965745807,6707632385,USD,63.25035811778697,3.6999,USD,57.295298018875954,0.418768,Consumer services,Buy
BYD,Boyd Gaming Corporation,76.86,USD,-3.2233694283555803,711695,0.6337016610989213,6793587385.000001,USD,12.369839864810494,6.2135,USD,2.0513747002595055,0.884725,Consumer services,Buy
EAT,"Brinker International, Inc.",144.87,USD,-5.64059141535856,2018251,1.2567305805099225,6433221090,USD,25.1589038241117,5.7582,USD,68.52117416371566,0,Consumer services,Neutral
PTON,"Peloton Interactive, Inc.",8.56,USD,-5.41436464088398,16901081,0.6958606785314386,3338096178,USD,,-0.7773,USD,68.26958403069764,0,Consumer services,Neutral
RRR,"Red Rock Resorts, Inc.",51.4,USD,-2.6330744459177886,520293,0.6479842598607518,5428818814,USD,23.271607733055646,2.2087,USD,-13.063843186648826,1.94553,Consumer services,Buy
CZR,"Caesars Entertainment, Inc.",35.34,USD,-6.4088983050847315,6998688,1.570211858596287,7509056563.000001,USD,,-1.6715,USD,-150.6407731693277,0,Consumer services,Buy
ARMK,Aramark,35.93,USD,-2.52306022788931,2755542,1.2679675464155098,9525217643.000002,USD,28.302481291847183,1.2695,USD,-46.86950698920231,1.08544,Consumer services,Strong buy
PRKS,United Parks & Resorts Inc.,52.36,USD,-3.4126544917911854,920853,1.2109015897954538,2879983992,USD,13.145869947275923,3.983,USD,5.571458863443595,0,Consumer services,Buy
RSI,"Rush Street Interactive, Inc.",13.67,USD,-11.29136924075276,2271151,0.9916783588294747,3085263801,USD,,-0.021,USD,94.57784663051896,0,Consumer services,Strong buy
UNF,Unifirst Corporation,210.29,USD,-1.6049036122028855,69099,0.9088553518018219,3754503848,USD,26.878243308878037,7.8238,USD,31.065098669883067,0.637215,Consumer services,Neutral
BATRA,"Atlanta Braves Holdings, Inc. - Series A",43.38,USD,-1.6549535252777077,33379,0.8211861550459686,2460970491,USD,,-0.7202,USD,,0,Consumer services,Buy
PLNT,"Planet Fitness, Inc.",96.89,USD,-2.750175649904642,2414853,1.9489439228471455,8203543113,USD,52.13344094700027,1.8585,USD,15.06315007429421,0,Consumer services,Buy
MCW,"Mister Car Wash, Inc.",7.26,USD,-2.9411764705882435,1874335,1.4890352236093038,2339534852,USD,34.036568213783404,0.2133,USD,-12.617779598525203,0,Consumer services,Buy
CHDN,"Churchill Downs, Incorporated",116.91,USD,-1.797564048719026,1199253,1.8183867898036554,8598505461.999998,USD,20.584558499867946,5.6795,USD,4.13648948458901,0.349842,Consumer services,Strong buy
NYT,New York Times Company (The),48.03,USD,-1.497128794093513,2138082,1.1003590903209888,7874731807.999999,USD,27.031742458352095,1.7768,USD,26.57073657216128,1.08266,Consumer services,Buy
DRVN,Driven Brands Holdings Inc.,14.92,USD,-1.4531043593130821,822570,1.5166690328992372,2448582234.9999995,USD,552.5925925925926,0.027,USD,,0,Consumer services,Buy
WYNN,"Wynn Resorts, Limited",90.76,USD,-2.899325986947677,2962224,0.7404804154615918,9656989006,USD,21.251287814929288,4.2708,USD,-30.46904254106767,1.10181,Consumer services,Strong buy
ATAT,Atour Lifestyle Holdings Limited,31.26,USD,-2.067669172932331,1530742,1.0126701023425664,4301227119,USD,26.82571011756629,1.1653,USD,168.31683168316832,1.34357,Consumer services,Strong buy
HRB,"H&R Block, Inc.",52.27,USD,-0.2861503243036982,1327179,1.1143608218389964,6996300799,USD,14.389142762759457,3.6326,USD,0.18478170936870647,2.65927,Consumer services,Neutral
WEN,Wendy's Company (The),15.21,USD,-0.1968503937007832,6266655,0.882128825939433,3100483637,USD,16.088428178548764,0.9454,USD,-2.233712512926572,6.57462,Consumer services,Neutral
